2017-11-02,太平洋证券,000799,酒鬼酒,推荐酒鬼酒:中高端酒继续保持良好势头,webcache\20171102\webcache-20180303020146.html,sina,
2017-11-02,东吴证券,002074,国轩高科,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002202,金风科技,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002460,赣锋锂业,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002466,天齐锂业,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002709,天赐材料,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002812,创新股份,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300124,汇川技术,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300274,阳光电源,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300568,星源材质,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,600406,国电南瑞,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,600452,涪陵电力,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,600525,长园集团,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,600884,杉杉股份,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,600885,宏发股份,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,601012,隆基股份,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,601222,林洋能源,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,601877,正泰电器,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,603799,华友钴业,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002074,国轩高科,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002202,金风科技,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002460,赣锋锂业,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002466,天齐锂业,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002709,天赐材料,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,002812,创新股份,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300124,汇川技术,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300274,阳光电源,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,东吴证券,300568,星源材质,"   
    本周建议关注十个标的:天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报增长值期待)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、赣锋锂业(碳酸锂价格上涨受益、锂矿资源布局进入收获期)、长园集团(收购中锂大幅增厚、自动化和电池材料旺季来临、估值低)、杉杉股份(正极和负极龙头、电动车产业全方位布局)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:正泰电器、林洋能源、涪陵电力、天赐材料、创新股份、国轩高科、星源材质、国电南瑞",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,华金证券,603338,浙江鼎力,"推荐浙江鼎力:定增过会,高增长发展有望延续",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,华金证券,603338,浙江鼎力,"推荐浙江鼎力:定增过会,高增长发展有望延续",webcache\20171102\webcache-20180303020359.html,sina,
2017-11-02,中信建投,600000,浦发银行,"事件:   
    浦发银行发布2017年第三季度报告,营业收入同比增长3",webcache\20171102\webcache-20180303020400.html,sina,
2017-11-02,中信建投,600000,浦发银行,"推荐浦发银行:不良率上升但可控,拨备覆盖率破红线",webcache\20171102\webcache-20180303020400.html,sina,
2017-11-02,太平洋证券,603589,口子窖,"公司产品中高档酒占比超过90%,口子窖6 年和10 年定位100-200 元,是近两年安徽省内消费升级最受益的价格带,有望支撑公司业绩快速增长;另外,三季度公司省外经销商数量已经出现正增长,未来省外增长也值得期待",webcache\20171102\webcache-20180303020400.html,sina,
2017-11-02,太平洋证券,603589,口子窖,"公司产品中高档酒占比超过90%,口子窖6 年和10 年定位100-200 元,是近两年安徽省内消费升级最受益的价格带,有望支撑公司业绩快速增长;另外,三季度公司省外经销商数量已经出现正增长,未来省外增长也值得期待",webcache\20171102\webcache-20180303020400.html,sina,
2017-11-02,太平洋证券,603589,口子窖,"推荐口子窖三季报点评:预收款屡创新高,高盛减持临近最后时点",webcache\20171102\webcache-20180303020400.html,sina,
2017-11-02,国联证券,600617,国新能源,"我国新能源汽车产业经历了年初的政策换档以及目录调整之后,迎来了更加快速的产销增长,9月份新能源汽车销量达5",webcache\20171102\webcache-20180303020403.html,sina,
2017-11-02,国联证券,002686,亿利达,"推荐亿利达:大宗上涨致毛利率下滑,充电机业务仍快速增长",webcache\20171102\webcache-20180303020403.html,sina,
