2017-11-15,国泰君安,002353,杰瑞股份,"推荐杰瑞股份公司首次覆盖报告:新时期,新机遇",webcache\20171115\webcache-20180303014135.html,sina,
2017-11-15,川财证券,300615,欣天科技,"   
    12月将迎来5G non-standalone 标准的冻结,后续还会有较多的5G 相关的催化事件出现,建议投资者关注5G 相关的投资机会,相关标的如中兴通讯和欣天科技;本周京东参与中国联通混改首个合作项目落地,阿里云与中国联通首个公共云平台上线,这两个事件表明了战略投资者参与中国联通混改不仅带来了资金支持,还有业务上的实际合作,同时从瘦体健身机构精简方案可以看到中国联通高管团队在以极大决心推动联通混改,看好中国联通效率的提升,维持中国联通买入评级;同时NB-IoT 物联网产业链在加速成熟,金卡智能是NB-IoT 物联网燃气表龙头,三季度业绩大增,维持金卡智能买入评级",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,002115,三维通信,"   
    三维通信(002115):发行股份购买资产并募集配套资金事项获得证监会批准;   
    光迅科技(002281):股权激励事宜获国务院国资委批复;金信诺(300252):   
    完成100万股股份回购;三元达(002417):第一大股东之一致行动人增持公司1",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,002281,光迅科技,"   
    三维通信(002115):发行股份购买资产并募集配套资金事项获得证监会批准;   
    光迅科技(002281):股权激励事宜获国务院国资委批复;金信诺(300252):   
    完成100万股股份回购;三元达(002417):第一大股东之一致行动人增持公司1",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,002417,深南股份,"   
    三维通信(002115):发行股份购买资产并募集配套资金事项获得证监会批准;   
    光迅科技(002281):股权激励事宜获国务院国资委批复;金信诺(300252):   
    完成100万股股份回购;三元达(002417):第一大股东之一致行动人增持公司1",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,300252,金信诺,"   
    三维通信(002115):发行股份购买资产并募集配套资金事项获得证监会批准;   
    光迅科技(002281):股权激励事宜获国务院国资委批复;金信诺(300252):   
    完成100万股股份回购;三元达(002417):第一大股东之一致行动人增持公司1",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,600050,中国联通,推荐通信行业周报:关注5G和中国联通混改的投资机会,webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,川财证券,600050,中国联通,推荐通信行业周报:关注5G和中国联通混改的投资机会,webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,光大证券,601088,中国神华,"当然这一次中国神华(国家能源投资集团)的出现,大规模的进入这一领域,更使得国内天然气需求增长最快的领域天然气发电被大型国企所控制",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,光大证券,600028,中国石化,"但是从目前来看,随着这三个巨额协议的签署,民营企业在这一领域抢占先机的时机已经错过,并且中国石油、中国石化可以一定程度摊薄之前的高价进口气,在天然气资源的把控上进一步占据优势",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,光大证券,601857,中国石油,"但是从目前来看,随着这三个巨额协议的签署,民营企业在这一领域抢占先机的时机已经错过,并且中国石油、中国石化可以一定程度摊薄之前的高价进口气,在天然气资源的把控上进一步占据优势",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,国海证券,603898,好莱客,"推荐好莱客调研简报:渠道深化拓展,客单价稳步提升",webcache\20171115\webcache-20180303014329.html,sina,
2017-11-15,渤海证券,600006,东风汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600066,宇通客车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600418,江淮汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600686,金龙汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,002594,比亚迪,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600006,东风汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600066,宇通客车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600418,江淮汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,600686,金龙汽车,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,渤海证券,002594,比亚迪,"我们认为,国家支持新能源汽车行业持续健康发展的意愿始终没有改变,随着国家推广目录和各地方补贴政策的明确,新能源汽车行业发展将持续向好,产销有望逐步走高,建议重点关注新能源乘用车及运营、物流专用车以及新能源客车等方面的投资机会,维持新能源汽车板块“看好”评级,推荐比亚迪(002594)、江淮汽车(600418)、东风汽车(600006)、宇通客车(600066)、金龙汽车(600686)",webcache\20171115\webcache-20180303014330.html,sina,
2017-11-15,万和证券股份有限公司,000063,中兴通讯,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,万和证券股份有限公司,000725,京东方A,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,万和证券股份有限公司,000063,中兴通讯,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,万和证券股份有限公司,000725,京东方A,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,万和证券股份有限公司,000063,中兴通讯,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,万和证券股份有限公司,000725,京东方A,"   
    我们认为对于我国A股市场上的科技股应当持有持续关注的态度,企业技术的突破对于行情的走势将起到非常大的促进作用,例如在柔性曲面屏上有所突破的京东方A ,其今年的涨幅达到了130%并有继续上涨的趋势;同时如在5G领域有所斩获的中兴通讯,其今年涨幅同样接近130%",webcache\20171115\webcache-20180303014331.html,sina,
2017-11-15,渤海证券,603019,中科曙光,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,000997,新大陆,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,002439,启明星辰,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300188,美亚柏科,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300440,运达科技,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,603019,中科曙光,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,000997,新大陆,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,002439,启明星辰,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300188,美亚柏科,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300440,运达科技,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,603019,中科曙光,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,000997,新大陆,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,002439,启明星辰,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300188,美亚柏科,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,渤海证券,300440,运达科技,"综上,我们继续维持行业“中性”的投资评级,建议投资者重点关注三季报高增长个股,板块方面,建议关注轨道交通信息化、人工智能、存储与信息安全板块,股票池继续推荐运达科技(300440)、启明星辰(002439)、中科曙光(603019)、新大陆(000997)、美亚柏科(300188)",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600031,三一重工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600761,安徽合力,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,601100,恒立液压,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,603638,艾迪精密,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000157,中联重科,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000528,柳工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600031,三一重工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600761,安徽合力,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,601100,恒立液压,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,603638,艾迪精密,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000157,中联重科,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000528,柳工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600031,三一重工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,600761,安徽合力,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,601100,恒立液压,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,603638,艾迪精密,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000157,中联重科,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,太平洋证券,000528,柳工,"   
    投资建议:考虑到周期行业惯性巨大,明年一季度工程机械行业增长仍可能超市场预期,我们坚定推荐三一重工、柳工和恒立液压,建议重点关注徐工、安徽合力、中联重科和艾迪精密等",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,600690,青岛海尔,"根据官微披露,美的双十一全网销售额突破45亿(+70%),获家电全品类五连冠;3)美的海尔沪港通深港通净流入加速:本周美的集团、青岛海尔分别净流入10.12亿元、7.2亿元,流入速度明显加快",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,000333,美的集团,"根据官微披露,美的双十一全网销售额突破45亿(+70%),获家电全品类五连冠;3)美的海尔沪港通深港通净流入加速:本周美的集团、青岛海尔分别净流入10.12亿元、7.2亿元,流入速度明显加快",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,600690,青岛海尔,"根据官微披露,美的双十一全网销售额突破45亿(+70%),获家电全品类五连冠;3)美的海尔沪港通深港通净流入加速:本周美的集团、青岛海尔分别净流入10.12亿元、7.2亿元,流入速度明显加快",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,000333,美的集团,"根据官微披露,美的双十一全网销售额突破45亿(+70%),获家电全品类五连冠;3)美的海尔沪港通深港通净流入加速:本周美的集团、青岛海尔分别净流入10.12亿元、7.2亿元,流入速度明显加快",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,600060,海信电器,"   
    黑电面板价格回落,盈利能力边际有所改善,海信电器、TCL集团双十一彩电促销排名靠前,建议重点关注,其中TCL剥离黑电制造业务,华星光电对标国内京东方,未来成长空间大",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,申万宏源,000100,TCL集团,"   
    黑电面板价格回落,盈利能力边际有所改善,海信电器、TCL集团双十一彩电促销排名靠前,建议重点关注,其中TCL剥离黑电制造业务,华星光电对标国内京东方,未来成长空间大",webcache\20171115\webcache-20180303014332.html,sina,
2017-11-15,中泰证券,600373,中文传媒,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002517,恺英网络,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002555,三七互娱,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002624,完美世界,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,600373,中文传媒,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002517,恺英网络,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002555,三七互娱,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002624,完美世界,"   
    标的推荐:   
    我们认为从“大逃杀”游戏火热可以看出国内游戏玩家整体需求旺盛,按照Q3游戏工委统计数据显示手游收入达305亿,环比增速回升,达到6.6%,《乱世王者》、《寻仙》、《九州天空城3D》等均由不俗表现,因此对于国内游戏市场增长空间我们仍保持乐观态度,重点推荐A股完美世界、恺英网络、中文传媒、三七互娱",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,600373,中文传媒,"   
    同时依照当前“大逃杀”类游戏火爆程度,完全有望在移动端复制《王者荣耀》的成功,但由于这其中涉及政策监管严、开发门槛高等诸多问题,中小厂商预计很难参与其中,目前国内相关的标的主要为:港股(腾讯控股、金山软件)、美股(网易)、A股(中文传媒【子公司智明星通代理海外的《LastBattleground:Survival》】)、巨人网络【腾讯《光荣使命:使命行动》的研发方】、迅游科技【受益于PC端游戏加速需求提升】)",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,002558,巨人网络,"   
    同时依照当前“大逃杀”类游戏火爆程度,完全有望在移动端复制《王者荣耀》的成功,但由于这其中涉及政策监管严、开发门槛高等诸多问题,中小厂商预计很难参与其中,目前国内相关的标的主要为:港股(腾讯控股、金山软件)、美股(网易)、A股(中文传媒【子公司智明星通代理海外的《LastBattleground:Survival》】)、巨人网络【腾讯《光荣使命:使命行动》的研发方】、迅游科技【受益于PC端游戏加速需求提升】)",webcache\20171115\webcache-20180303014334.html,sina,
2017-11-15,中泰证券,300467,迅游科技,"   
    同时依照当前“大逃杀”类游戏火爆程度,完全有望在移动端复制《王者荣耀》的成功,但由于这其中涉及政策监管严、开发门槛高等诸多问题,中小厂商预计很难参与其中,目前国内相关的标的主要为:港股(腾讯控股、金山软件)、美股(网易)、A股(中文传媒【子公司智明星通代理海外的《LastBattleground:Survival》】)、巨人网络【腾讯《光荣使命:使命行动》的研发方】、迅游科技【受益于PC端游戏加速需求提升】)",webcache\20171115\webcache-20180303014334.html,sina,
