2018-01-11,中金公司,601006,大秦铁路,"大秦铁路(601006)Divided yield a safety margin;reform,freight rate hikes likely catalysts-180110",webcache\20180112\webcache-20180302224858.html,51pdf,
2018-01-11,中信建投,002013,中航机电,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,002025,航天电器,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,002179,中航光电,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300065,海兰信,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300342,天银机电,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300424,航新科技,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300474,景嘉微,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300699,光威复材,"   
    5、重点推荐组合   
    国家队龙头:中直股份、国睿科技、中国动力、航发动力、中航光电、中航机电、航天电子、航天电器;   
    民参军国产替代:天银机电、航新科技、海兰信、光威复材、景嘉微、方大化工",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,600879,航天电子,"建议重点关注装备维修保障和导弹板块相关上市公司,如航新科技、天银机电、航天电子、航天电器",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,002025,航天电器,"建议重点关注装备维修保障和导弹板块相关上市公司,如航新科技、天银机电、航天电子、航天电器",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300342,天银机电,"建议重点关注装备维修保障和导弹板块相关上市公司,如航新科技、天银机电、航天电子、航天电器",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,中信建投,300424,航新科技,"建议重点关注装备维修保障和导弹板块相关上市公司,如航新科技、天银机电、航天电子、航天电器",webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,600498,烽火通信,重点关注:中兴通讯、烽火通信、紫光股份等,webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,000063,中兴通讯,重点关注:中兴通讯、烽火通信、紫光股份等,webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,000938,紫光股份,重点关注:中兴通讯、烽火通信、紫光股份等,webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,600271,航天信息,强烈推荐:中国软件、航天信息,webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,600536,中国软件,强烈推荐:中国软件、航天信息,webcache\20180111\webcache-20180303001516.html,sina,
2018-01-11,方正证券,600718,东软集团,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002230,科大讯飞,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002373,千方科技,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002383,合众思壮,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002405,四维图新,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002766,索菱股份,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002813,路畅科技,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002906,华阳集团,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,002920,德赛西威,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,300045,华力创通,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,300098,高新兴,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,方正证券,300212,易华录,"此外,产业链的相关厂商也将受益:   
    高精度地图、车载芯片:四维图新车机四雄:德赛西威、华阳集团、索菱股份、路畅科技   
    车联网(V2X):千方科技、东软集团、易华录、高新兴、兴民钢圈   
    感知层(北斗等):合众思壮、华力创通   
    车载语音交互:科大讯飞   
    风险提示:正式发布文件可能与征求意见稿有出入;技术发展不及预期",webcache\20180111\webcache-20180303001517.html,sina,
2018-01-11,中信建投,002087,新野纺织,"此外,继续推荐棉纺龙头新野纺织,2016年公司主要受益于低价棉花库存和“一带一路”政策,在棉价上涨拉动终端产品价格及政府补贴持续提升的背景下,营收及盈利情况均超预期",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002087,新野纺织,"此外,继续推荐棉纺龙头新野纺织,2016年公司主要受益于低价棉花库存和“一带一路”政策,在棉价上涨拉动终端产品价格及政府补贴持续提升的背景下,营收及盈利情况均超预期",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002087,新野纺织,"此外,继续推荐棉纺龙头新野纺织,2016年公司主要受益于低价棉花库存和“一带一路”政策,在棉价上涨拉动终端产品价格及政府补贴持续提升的背景下,营收及盈利情况均超预期",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,600987,航民股份,"环保常态化加速印染行业整合,供求格局得到明显改善,且短期内染料涨声四起进而推升染费,且近期由于二股东减持事件性影响股价下调的印染龙头航民股份未来发展值得看好",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,603365,水星家纺,"本周研究总结   
    1、水星家纺深度报告:中高档家纺龙头,匠心专注品牌传承,乘互联网东风展翅翱翔   
    标的推荐   
    跨境电商板块:跨境通作为A股市场跨境电商龙头公司,目前在出口B2C(环球易购、前海帕拓逊)方面具有绝对优势,同时出口B2B业务(Chinabrands)、和进口B2C(五洲会、优壹电商)有望在未来释放业绩",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002640,跨境通,"本周研究总结   
    1、水星家纺深度报告:中高档家纺龙头,匠心专注品牌传承,乘互联网东风展翅翱翔   
    标的推荐   
    跨境电商板块:跨境通作为A股市场跨境电商龙头公司,目前在出口B2C(环球易购、前海帕拓逊)方面具有绝对优势,同时出口B2B业务(Chinabrands)、和进口B2C(五洲会、优壹电商)有望在未来释放业绩",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,603365,水星家纺,"本周研究总结   
    1、水星家纺深度报告:中高档家纺龙头,匠心专注品牌传承,乘互联网东风展翅翱翔   
    标的推荐   
    跨境电商板块:跨境通作为A股市场跨境电商龙头公司,目前在出口B2C(环球易购、前海帕拓逊)方面具有绝对优势,同时出口B2B业务(Chinabrands)、和进口B2C(五洲会、优壹电商)有望在未来释放业绩",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002640,跨境通,"本周研究总结   
    1、水星家纺深度报告:中高档家纺龙头,匠心专注品牌传承,乘互联网东风展翅翱翔   
    标的推荐   
    跨境电商板块:跨境通作为A股市场跨境电商龙头公司,目前在出口B2C(环球易购、前海帕拓逊)方面具有绝对优势,同时出口B2B业务(Chinabrands)、和进口B2C(五洲会、优壹电商)有望在未来释放业绩",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,603808,歌力思,"消费升级及消费人群年轻化,轻奢小众品牌高速增长,看好在这一细分市场进行多品牌、差异化布局的歌力思",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002042,华孚时尚,"   
    纺织板块:受到一带一路战略政策红利支持,加之公司自身色纺环保优势、向全球纺织服装产业时尚营运商转型的战略以及其柔性化产业链协同价值,色纺纱龙头企业华孚时尚未来前景值得期待",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002083,孚日股份,"此外,看好主业业绩稳定,同时受益于高阳毛巾印染产能关停迁转带来的供应收缩,以及网易严选、小米最生活等垂直电商平台渠道兴起带来的需求增长,且仍存转型预期的小市值品种的孚日股份",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,中信建投,002083,孚日股份,"此外,看好主业业绩稳定,同时受益于高阳毛巾印染产能关停迁转带来的供应收缩,以及网易严选、小米最生活等垂直电商平台渠道兴起带来的需求增长,且仍存转型预期的小市值品种的孚日股份",webcache\20180111\webcache-20180303001518.html,sina,
2018-01-11,天风证券,603506,南都物业,"我们通过比较资本市场上物业服务公司的估值水平、营收规模、成长性、盈利能力、品牌效应、管理物业业态发展潜力等指标,认为重点关注以下标的:   
    A股:南都物业(A股第一股,独立第三方品牌物业)   
    新三板:开元物业(独立第三方,多业态管理模式)、星河商置(稀缺商管类物业标的)、第一物业(绿色科技引导高品质住宅物业)、美的物业(特色智能化的多业态物业管理)、嘉宝股份(大地产集团下的高增长型物业公司)   
    港股:浦江中国(战略性布局,专注于公众物业的管理)   
    风险提示:房地产行业大幅度下行;物业新业务拓展不达预期",webcache\20180111\webcache-20180303001519.html,sina,
2018-01-11,天风证券,603506,南都物业,"我们通过比较资本市场上物业服务公司的估值水平、营收规模、成长性、盈利能力、品牌效应、管理物业业态发展潜力等指标,认为重点关注以下标的:   
    A股:南都物业(A股第一股,独立第三方品牌物业)   
    新三板:开元物业(独立第三方,多业态管理模式)、星河商置(稀缺商管类物业标的)、第一物业(绿色科技引导高品质住宅物业)、美的物业(特色智能化的多业态物业管理)、嘉宝股份(大地产集团下的高增长型物业公司)   
    港股:浦江中国(战略性布局,专注于公众物业的管理)   
    风险提示:房地产行业大幅度下行;物业新业务拓展不达预期",webcache\20180111\webcache-20180303001519.html,sina,
2018-01-11,申万宏源,603895,天永智能,"   
    本批建议持续关注奥飞数据、天永智能",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,300738,奥飞数据,"   
    本批建议持续关注奥飞数据、天永智能",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,600104,上汽集团,"天永智能是智能型自动化生产线和智能型自动化装备领域的先进企业,其动力总成自动化装配线领域业务规模和技术水平均处于行业领先地位,目前已成功进入上汽集团、北汽集团、广汽集团、长城汽车、一汽集团等汽车厂商供应商体系",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,601238,广汽集团,"天永智能是智能型自动化生产线和智能型自动化装备领域的先进企业,其动力总成自动化装配线领域业务规模和技术水平均处于行业领先地位,目前已成功进入上汽集团、北汽集团、广汽集团、长城汽车、一汽集团等汽车厂商供应商体系",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,601633,长城汽车,"天永智能是智能型自动化生产线和智能型自动化装备领域的先进企业,其动力总成自动化装配线领域业务规模和技术水平均处于行业领先地位,目前已成功进入上汽集团、北汽集团、广汽集团、长城汽车、一汽集团等汽车厂商供应商体系",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,603895,天永智能,"天永智能是智能型自动化生产线和智能型自动化装备领域的先进企业,其动力总成自动化装配线领域业务规模和技术水平均处于行业领先地位,目前已成功进入上汽集团、北汽集团、广汽集团、长城汽车、一汽集团等汽车厂商供应商体系",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,603895,天永智能,推荐2018年第1批新股申购策略报告:本批建议持续关注奥飞数据、天永智能,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,300738,奥飞数据,推荐2018年第1批新股申购策略报告:本批建议持续关注奥飞数据、天永智能,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,603895,天永智能,推荐2018年第1批新股申购策略报告:本批建议持续关注奥飞数据、天永智能,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,申万宏源,300738,奥飞数据,推荐2018年第1批新股申购策略报告:本批建议持续关注奥飞数据、天永智能,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,601118,海南橡胶,"另外需要关注海南建省30周年带来的脉动机会,涉及【海南橡胶】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002714,牧原股份,我们建议节前重点关注具有成本和规模优势的公司【牧原股份】【温氏股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,300498,温氏股份,我们建议节前重点关注具有成本和规模优势的公司【牧原股份】【温氏股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002714,牧原股份,我们建议节前重点关注具有成本和规模优势的公司【牧原股份】【温氏股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,300498,温氏股份,我们建议节前重点关注具有成本和规模优势的公司【牧原股份】【温氏股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,000998,隆平高科,推荐关注龙头企业【登海种业】、【隆平高科】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002041,登海种业,推荐关注龙头企业【登海种业】、【隆平高科】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,000998,隆平高科,推荐关注龙头企业【登海种业】、【隆平高科】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002041,登海种业,推荐关注龙头企业【登海种业】、【隆平高科】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600195,中牧股份,"推荐关注市场苗实力强劲,产品线完善的动物疫苗行业龙头:【生物股份】和【中牧股份】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600201,生物股份,"推荐关注市场苗实力强劲,产品线完善的动物疫苗行业龙头:【生物股份】和【中牧股份】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600195,中牧股份,"推荐关注市场苗实力强劲,产品线完善的动物疫苗行业龙头:【生物股份】和【中牧股份】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600201,生物股份,"推荐关注市场苗实力强劲,产品线完善的动物疫苗行业龙头:【生物股份】和【中牧股份】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002891,中宠股份,建议关注国内宠物行业龙头:【佩蒂股份】和【中宠股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,300673,佩蒂股份,建议关注国内宠物行业龙头:【佩蒂股份】和【中宠股份】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600598,北大荒,"最新观点:   
    2018年政策将集中在“乡村振兴&农业供给侧改革&土地确权”等三个方面,核心在于土地、环境、效益等角度,从政策角度来看我们认为需要积极关注业绩稳定增长的【苏垦农发】(耕地量逐步提升),耕地面积保有量最大的【北大荒】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,601952,苏垦农发,"最新观点:   
    2018年政策将集中在“乡村振兴&农业供给侧改革&土地确权”等三个方面,核心在于土地、环境、效益等角度,从政策角度来看我们认为需要积极关注业绩稳定增长的【苏垦农发】(耕地量逐步提升),耕地面积保有量最大的【北大荒】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,600598,北大荒,"最新观点:   
    2018年政策将集中在“乡村振兴&农业供给侧改革&土地确权”等三个方面,核心在于土地、环境、效益等角度,从政策角度来看我们认为需要积极关注业绩稳定增长的【苏垦农发】(耕地量逐步提升),耕地面积保有量最大的【北大荒】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,601952,苏垦农发,"最新观点:   
    2018年政策将集中在“乡村振兴&农业供给侧改革&土地确权”等三个方面,核心在于土地、环境、效益等角度,从政策角度来看我们认为需要积极关注业绩稳定增长的【苏垦农发】(耕地量逐步提升),耕地面积保有量最大的【北大荒】",webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002311,海大集团,我们建议重点关注具有成本和规模优势、同时在推进生猪养殖板块具有潜力的饲料龙头股【海大集团】、【大北农】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002385,大北农,我们建议重点关注具有成本和规模优势、同时在推进生猪养殖板块具有潜力的饲料龙头股【海大集团】、【大北农】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002311,海大集团,我们建议重点关注具有成本和规模优势、同时在推进生猪养殖板块具有潜力的饲料龙头股【海大集团】、【大北农】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,002385,大北农,我们建议重点关注具有成本和规模优势、同时在推进生猪养殖板块具有潜力的饲料龙头股【海大集团】、【大北农】,webcache\20180111\webcache-20180303001520.html,sina,
2018-01-11,方正证券,603659,璞泰来,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,002709,天赐材料,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,300035,中科电气,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,300037,新宙邦,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,603659,璞泰来,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,002709,天赐材料,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,300035,中科电气,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,方正证券,300037,新宙邦,"   
    推荐标的:新宙邦、天赐材料、璞泰来、中科电气   
    上周行情回顾:   
    截止2018年1月7日,上周市场指数总体有不同幅度上行,沪指上涨2",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,300098,高新兴,"在初级阶段,将主要通过现有LTE网络软件升级实现,LTE-V2X模块厂商弹性更大,重点推荐高新兴;2、《战略》中指出要建设覆盖全国的车用北斗高精度时空服务系统",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,002151,北斗星通,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,002465,海格通信,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,300101,振芯科技,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,300627,华测导航,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,002151,北斗星通,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,002465,海格通信,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,300101,振芯科技,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,长江证券,300627,华测导航,"重点推荐率先实施高精度定位布局的海格通信,后续大众消费市场有望成为高精度应用的新蓝海,建议关注华测导航、北斗星通、振芯科技等",webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,600028,中国石化,关注中国石油(A+H)、中国石化(A+H)、中海油服(A+H)、海油工程,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,600583,海油工程,关注中国石油(A+H)、中国石化(A+H)、中海油服(A+H)、海油工程,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,601808,中海油服,关注中国石油(A+H)、中国石化(A+H)、中海油服(A+H)、海油工程,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,601857,中国石油,关注中国石油(A+H)、中国石化(A+H)、中海油服(A+H)、海油工程,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,600346,恒力股份,关注桐昆股份、恒逸石化、恒力股份、荣盛石化、卫星石化,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,601233,桐昆股份,关注桐昆股份、恒逸石化、恒力股份、荣盛石化、卫星石化,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,000703,恒逸石化,关注桐昆股份、恒逸石化、恒力股份、荣盛石化、卫星石化,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,002493,荣盛石化,关注桐昆股份、恒逸石化、恒力股份、荣盛石化、卫星石化,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,002648,卫星石化,关注桐昆股份、恒逸石化、恒力股份、荣盛石化、卫星石化,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,600803,新奥股份,关注新奥股份、中天能源,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,600856,中天能源,关注新奥股份、中天能源,webcache\20180111\webcache-20180303001522.html,sina,
2018-01-11,天风证券,300024,机器人,"   
    本届CES上,可关注NVIDIA旗下三款产品:第一,全新的NVIDIADRIVEPegasusAI计算平台,其拥有两颗TeslaV100加速卡和2颗XavierSoC,是全球首款致力于推进L5级全自动驾驶机器人出租车的AI车载超级计算机;第二,DriveIX软件平台,这是一款智能体验软件开发套件,能够借助车身内外的传感器,为驾驶员和乘客提供AI辅助功能;第三,DRIVEAR软件平台,这是一款增强现实软件开发套件,这一面向AI汽车的软件平台将融合计算机视觉、计算机图形和AI",webcache\20180111\webcache-20180303001523.html,sina,
