2017-10-11,长雄证券  ,600570,恒生电子 ,推荐恒生电子:A股入摩专栏                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939278/index.phtml,sina,
2017-10-11,中泰证券  ,300590,移为通信 ,推荐投资者关注广和通、移为通信和高新兴                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937822/index.phtml,sina,
2017-10-11,中泰证券  ,300638,广和通  ,推荐投资者关注广和通、移为通信和高新兴                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937822/index.phtml,sina,
2017-10-11,中泰证券  ,300098,高新兴  ,推荐投资者关注广和通、移为通信和高新兴                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937822/index.phtml,sina,
2017-10-11,中泰证券  ,300590,移为通信 ,推荐投资者关注广和通、移为通信和高新兴                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937822/index.phtml,sina,
2017-10-11,中泰证券  ,300638,广和通  ,推荐投资者关注广和通、移为通信和高新兴                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937822/index.phtml,sina,
2017-10-11,渤海证券  ,600695,绿庭投资 ,"个股方面,涨幅位居前三的分别是中国银河、招商证券以及绿庭投资,分别上涨6.61%、5.01%、5.35%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,渤海证券  ,600999,招商证券 ,"个股方面,涨幅位居前三的分别是中国银河、招商证券以及绿庭投资,分别上涨6.61%、5.01%、5.35%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,渤海证券  ,601881,中国银河 ,"个股方面,涨幅位居前三的分别是中国银河、招商证券以及绿庭投资,分别上涨6.61%、5.01%、5.35%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,渤海证券  ,601377,兴业证券 ,"就弹性大,事件驱动型的中小型券商来看,建议关注兴业证券(601377.SH,欣泰事件利空逐渐出尽,员工持股计划稳步推进)以及国元证券(000728.SZ,投行营收大增,员工持股计划推动公司市场化改革)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,渤海证券  ,000728,国元证券 ,"就弹性大,事件驱动型的中小型券商来看,建议关注兴业证券(601377.SH,欣泰事件利空逐渐出尽,员工持股计划稳步推进)以及国元证券(000728.SZ,投行营收大增,员工持股计划推动公司市场化改革)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,渤海证券  ,601688,华泰证券 ,建议关注华泰证券(601688                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937814/index.phtml,sina,
2017-10-11,申万宏源  ,000050,深天马A ,"1H17深天马A营收99%来自面板及其模组,受益于4Q17~1Q17智能手机、TV下游需求回暖,公司1Q17净利润增148%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937812/index.phtml,sina,
2017-10-11,申万宏源  ,000050,深天马A ,"推荐深天马A:A股电子代表标的业绩拆分以及产业核心假设剖析系列十一,大陆领先的中小尺寸TFT-LCD面板厂商,AMOLED产能爬升中"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937812/index.phtml,sina,
2017-10-11,申万宏源  ,000050,深天马A ,"推荐深天马A:A股电子代表标的业绩拆分以及产业核心假设剖析系列十一,大陆领先的中小尺寸TFT-LCD面板厂商,AMOLED产能爬升中"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937812/index.phtml,sina,
2017-10-11,信达证券  ,000783,长江证券 ,推荐证券行业:长江证券                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937810/index.phtml,sina,
2017-10-11,信达证券  ,600348,阳泉煤业 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,601088,中国神华 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,601225,陕西煤业 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,601666,平煤股份 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,000937,冀中能源 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,000983,西山煤电 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,信达证券  ,601088,中国神华 ,推荐煤炭行业:中国神华                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937794/index.phtml,sina,
2017-10-11,光大证券  ,603066,音飞储存 ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,光大证券  ,002094,青岛金王 ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,光大证券  ,300064,豫金刚石 ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,光大证券  ,300337,银邦股份 ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,光大证券  ,300415,伊之密  ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,光大证券  ,300658,延江股份 ,我们组合没有变化:豫金刚石、音飞储存、千和味业、延江股份、青岛金王、伊之密以及关注银邦股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937775/index.phtml,sina,
2017-10-11,申万宏源  ,002117,东港股份 ,"包装行业:在原材料价格大幅上升的背景下,龙头的盈利能力仍体现出很强的稳定性,体现出对上下游更强的谈判能力;内生增长边际改善,可左侧布局的品种,如劲嘉股份、东港股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002191,劲嘉股份 ,"包装行业:在原材料价格大幅上升的背景下,龙头的盈利能力仍体现出很强的稳定性,体现出对上下游更强的谈判能力;内生增长边际改善,可左侧布局的品种,如劲嘉股份、东港股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002572,索菲亚  ,"推荐:索菲亚(索菲亚定制家居业务量价齐升,依托全屋定制套餐推进提升客单价"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,601515,东风股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002117,东港股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002191,劲嘉股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002831,裕同科技 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,601515,东风股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002117,东港股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002191,劲嘉股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002831,裕同科技 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,601515,东风股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002117,东港股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002191,劲嘉股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,002831,裕同科技 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
2017-10-11,申万宏源  ,601515,东风股份 ,"包装:看好劲嘉股份(定增已获批文;17年烟标行业内生增长恢复,外延整合,上半年订单内生趋势明显改善,社包领域积极外延开拓,大健康持续推进)、东港股份(电子发票受益政策利好,技术服务类业务(彩票、电子发票、档案存储)齐放量,政策红利和高管增持值得期待)、裕同科技(技术领先的消费电子纸包装供应商,跟随下游北美大客户业绩有望超预期,横向拓展多领域客户,纵向一体化服务提升附加值)、东风股份(下半年烟标主业有望复苏,主业复苏+外延增厚+大消费推进)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3937762/index.phtml,sina,
