2017-11-07,方正证券  ,000711,京蓝科技 ,"与京蓝科技签订战略合作协议,进一步绑定大客户,新业务智慧农业节水有望实现快速增长:京蓝科技是我国领先的智慧节水解决方案供应商和运营服务商,且其下属公司已中标多个智慧节水灌溉PPP 项目"                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973869/index.phtml,sina,
2017-11-07,国海证券  ,300474,景嘉微  ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,000425,徐工机械 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,000821,京山轻机 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,002534,杭锅股份 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,002833,弘亚数控 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300470,日机密封 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300471,厚普股份 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300474,景嘉微  ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,000425,徐工机械 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,000821,京山轻机 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,002534,杭锅股份 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,002833,弘亚数控 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300470,日机密封 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300471,厚普股份 ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,国海证券  ,300474,景嘉微  ,"
    本周重点推荐标的组合:【京山轻机】——人工智能技术引领工业领域深刻变革,且有望充分受益光伏组件装机量的持续超预期;【厚普股份】——国内加气站设备龙头,分布式能源EPC 项目打开成长空间;【徐工机械】——龙头效应日益凸显,上半年出口翻番助力业绩腾飞;【日机密封】——中国高端密封市场的绝对龙头;【杭锅股份】——余热锅炉龙头,天然气发电带来成长新逻辑;【景嘉微】——图形显控模块产品占领先机,小型专用化雷达逐步定型;【弘亚数控】——公司是国内板式家具机械领域为数不多的优质标的"                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972398/index.phtml,sina,
2017-11-07,申万宏源  ,600216,浙江医药 ,"其余关注浙江医药,VA产能约2500吨,每上涨100元,约增厚EPS0.21元"                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,600216,浙江医药 ,"其余关注浙江医药,VA产能约2500吨,每上涨100元,约增厚EPS0.21元"                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002626,金达威  ,"
    投资建议:金达威:公司是全球辅酶Q10龙头,今年销量预计50%增长,全球市占率达到60%,明年产能将达到720吨/年,成本进一步降低"                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002001,新和成  ,"新和成:国内VA龙头,具备1万吨生产能力,产销约6000吨,同时公司柠檬醛完全自给,BASF事故影响,充分受益价格上涨"                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002001,新和成  ,"新和成:国内VA龙头,具备1万吨生产能力,产销约6000吨,同时公司柠檬醛完全自给,BASF事故影响,充分受益价格上涨"                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002001,新和成  ,"推荐维生素行业点评:VA、D3预计仍将上涨,辅酶Q10需求旺盛,继续推荐金达威、新和成"                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002626,金达威  ,"推荐维生素行业点评:VA、D3预计仍将上涨,辅酶Q10需求旺盛,继续推荐金达威、新和成"                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002001,新和成  ,"推荐维生素行业点评:VA、D3预计仍将上涨,辅酶Q10需求旺盛,继续推荐金达威、新和成"                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,申万宏源  ,002626,金达威  ,"推荐维生素行业点评:VA、D3预计仍将上涨,辅酶Q10需求旺盛,继续推荐金达威、新和成"                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972394/index.phtml,sina,
2017-11-07,光大证券  ,600398,海澜之家 ,"在终端消费回暖、品牌服饰调整到位及当前板块低估值下, 建议关注四季度传统旺季促行业基本面继续改善和龙头凸显,相关标的海澜之家、太平鸟、森马服饰以及电商类的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972392/index.phtml,sina,
2017-11-07,光大证券  ,603877,太平鸟  ,"在终端消费回暖、品牌服饰调整到位及当前板块低估值下, 建议关注四季度传统旺季促行业基本面继续改善和龙头凸显,相关标的海澜之家、太平鸟、森马服饰以及电商类的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972392/index.phtml,sina,
2017-11-07,光大证券  ,002127,南极电商 ,"在终端消费回暖、品牌服饰调整到位及当前板块低估值下, 建议关注四季度传统旺季促行业基本面继续改善和龙头凸显,相关标的海澜之家、太平鸟、森马服饰以及电商类的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972392/index.phtml,sina,
2017-11-07,光大证券  ,002563,森马服饰 ,"在终端消费回暖、品牌服饰调整到位及当前板块低估值下, 建议关注四季度传统旺季促行业基本面继续改善和龙头凸显,相关标的海澜之家、太平鸟、森马服饰以及电商类的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972392/index.phtml,sina,
2017-11-07,光大证券  ,002640,跨境通  ,"在终端消费回暖、品牌服饰调整到位及当前板块低估值下, 建议关注四季度传统旺季促行业基本面继续改善和龙头凸显,相关标的海澜之家、太平鸟、森马服饰以及电商类的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972392/index.phtml,sina,
2017-11-07,平安证券  ,600030,中信证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600837,海通证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600958,东方证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600999,招商证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601377,兴业证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601788,光大证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,000728,国元证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,000776,广发证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600030,中信证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600837,海通证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600958,东方证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600999,招商证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601377,兴业证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601788,光大证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,000728,国元证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,000776,广发证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600030,中信证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600837,海通证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600958,东方证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,600999,招商证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601377,兴业证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
2017-11-07,平安证券  ,601788,光大证券 ,"此外,考虑到撬动券商板块持续上涨需要资金量较大,而目前难以出现2014年底的行情,我们认为未来券商板块将缓慢上涨,我们维持行业“强于大市”的评级,我们建议关注以下券商:1、从业绩和估值进行衡量,我们推荐中信证券、招商证券、广发证券、海通证券、光大证券、兴业证券、东方证券;2、定增落地的国元证券"                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3972386/index.phtml,sina,
