2018-01-29,招商证券,300718,长盛轴承,长盛轴承(300718)调研报告：自润滑轴承的明日之星-180126,webcache\20180130\webcache-20180302224621.html,51pdf,
2018-01-29,长江证券,002332,仙琚制药,"推荐仙琚制药:通过高新技术企业重新认定,利润有望稳定增长",webcache\20180129\webcache-20180302234839.html,sina,
2018-01-29,长江证券,002332,仙琚制药,"推荐仙琚制药:通过高新技术企业重新认定,利润有望稳定增长",webcache\20180129\webcache-20180302234839.html,sina,
2018-01-29,群益证券,600525,长园集团,"完成后,沃尔核材及其一致行动人持有长园集团股份为18.48%,并承诺不再增持长园集团股份,且对董事会通过议案均投赞成票,至此数年的股权之争得到妥善解决,上市公司将迎来发展新篇章",webcache\20180129\webcache-20180302234840.html,sina,
2018-01-29,群益证券,002130,沃尔核材,"完成后,沃尔核材及其一致行动人持有长园集团股份为18.48%,并承诺不再增持长园集团股份,且对董事会通过议案均投赞成票,至此数年的股权之争得到妥善解决,上市公司将迎来发展新篇章",webcache\20180129\webcache-20180302234840.html,sina,
2018-01-29,群益证券,002594,比亚迪,"   
    公司各项业务进展顺利:近年来公司通过外延式并购,进入锂电池、智慧工厂等领域,进展顺利:湖南中锂新材目前在产的有10条生产线,今年计画再上10条线,坐稳国内湿法隔膜领先地位,客户包括比亚迪、CATL等;长园华盛泰兴工厂正式投产,产能扩充至5800吨,产品供不应求;智慧工厂板块:运泰利智慧测试客户拓展顺利,订单丰富;长园和鹰数位化产品渗透率不断提升,有望迎来高增长",webcache\20180129\webcache-20180302234840.html,sina,
2018-01-29,群益证券,002594,比亚迪,"   
    公司各项业务进展顺利:近年来公司通过外延式并购,进入锂电池、智慧工厂等领域,进展顺利:湖南中锂新材目前在产的有10条生产线,今年计画再上10条线,坐稳国内湿法隔膜领先地位,客户包括比亚迪、CATL等;长园华盛泰兴工厂正式投产,产能扩充至5800吨,产品供不应求;智慧工厂板块:运泰利智慧测试客户拓展顺利,订单丰富;长园和鹰数位化产品渗透率不断提升,有望迎来高增长",webcache\20180129\webcache-20180302234840.html,sina,
2018-01-29,群益证券,600525,长园集团,"推荐长园集团:股权之争妥善解决,公司迎来发展新篇章",webcache\20180129\webcache-20180302234840.html,sina,
2018-01-29,国金证券,600197,伊力特,"公司第一大股东伊力特集团(实际控制人为新疆建设兵团农四师国资委)发行可交债后持有股份将大概率降至50%以下,这本身对于农四师国资系统而言就是一种突破",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国金证券,600197,伊力特,"我们认为伊力特的基本面将在2018年迎来加速改善,公司的种种改革动作将在今年逐渐显现,2018年将是伊力特体现改革效果、涅槃重生的新起点",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国金证券,600197,伊力特,"推荐伊力特:可交债事项完成,18年将是伊力特涅槃新起点",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国金证券,601111,中国国航,"推荐中国国航:航线优质,票价上涨释放利润弹性",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国金证券,601111,中国国航,"推荐中国国航:航线优质,票价上涨释放利润弹性",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国信证券,002710,慈铭体检,"5 年左右累计盈利,后逐渐并入上市公司体内,从而增厚业绩;   
    3)慈铭体检增资,用于购买医疗设备,增强体检中心实力,有利于未来实现业绩承诺;   
    4)设立上海美年科技有限公司,并以10 亿资金规模增资,主要用于未来收购体检相关企业,我们判断是提前准备好较低成本的资金,为后续参股转控股的体检中心收购做好部分准备;   
    5)投资建议:公司是中国专业体检行业绝对龙头,处于高速增长阶段,基本面没有改变,不改盈利预测,2017-2019EPS0",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,国信证券,002044,美年健康,"推荐美年健康重大事件快评:开店计划稳步推进,并购基金保驾护航",webcache\20180129\webcache-20180302234843.html,sina,
2018-01-29,天风证券,002045,国光电器,"推荐国光电器:HomePod发售,坚定推荐",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,光大证券,600019,宝钢股份,"推荐宝钢股份:2017年盈利超预期,2018年业绩有望再攀新高",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601117,中国化学,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601668,中国建筑,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601117,中国化学,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601668,中国建筑,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601117,中国化学,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601668,中国建筑,"我们前期1月7日外发《关注地产业务被忽视的中国建筑,继续推荐中材国际、中国化学等》报告明确提示中国建筑地产业务低估机会,其地产业务贡献接近50%利润,在近期地产板块大幅上涨后,存在显著补涨空间",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600068,葛洲坝,"此外还重点推荐葛洲坝(环保业务跨越式发展,2017年业绩预告超预期,2018年PE10倍,PB1.13倍,估值均接近历史底部)",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,002081,金螳螂,"   
    金螳螂:Q4订单大幅增长,家装业务极具潜力,继续重点推荐",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,002081,金螳螂,"   
    金螳螂:Q4订单大幅增长,家装业务极具潜力,继续重点推荐",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,002081,金螳螂,"家装方面,公司在全国业务拓展中借助母品牌口碑、渠道与规模优势快速打开当地市场,“金螳螂家”、“品宅”、“精装科技”产品线丰富定位准确,F2C集采模式有望形成显著成本优势,自主打造物流体系与数字化管控体系有望大幅提升服务品质,此外公司对门店及家装团队激励较为充分,有望促进家装业务持续快速成长,我们预计18年金螳螂电商订单达80亿元,收入超40亿元,未来极有望成为家装领域新龙头",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600491,龙元建设,"建议积极布局高成长、低估值的PPP龙头龙元建设(预告17年业绩大幅增长70%-80%,在手订单充足未来有望继续高增长,18年仅15倍PE)、东方园林(生态园林及流域治理龙头,不断外延危废处理及水处理业务,第三期员工持股计划完成购买7.5亿元,均价19.74元/股,18年16倍PE)",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,002310,东方园林,"建议积极布局高成长、低估值的PPP龙头龙元建设(预告17年业绩大幅增长70%-80%,在手订单充足未来有望继续高增长,18年仅15倍PE)、东方园林(生态园林及流域治理龙头,不断外延危废处理及水处理业务,第三期员工持股计划完成购买7.5亿元,均价19.74元/股,18年16倍PE)",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600068,葛洲坝,"行业横向比较:建筑央企整体估值偏低,存估值修复空间,重点推荐中国建筑与葛洲坝",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601668,中国建筑,"行业横向比较:建筑央企整体估值偏低,存估值修复空间,重点推荐中国建筑与葛洲坝",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600068,葛洲坝,重点推荐具有地产业务价值重估逻辑的中国建筑和环保业务快速扩张的葛洲坝,webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601668,中国建筑,重点推荐具有地产业务价值重估逻辑的中国建筑和环保业务快速扩张的葛洲坝,webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"   
    制造业投资复苏,继续推荐专业工程龙头中材国际、中国化学",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601117,中国化学,"   
    制造业投资复苏,继续推荐专业工程龙头中材国际、中国化学",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"重点推荐中材国际(四季度单季新签合同额大幅增长226%,各业务线均取得积极进展毛利率逐步提升过程中,有望深度受益于“两材”合并,公司水泥窑协同处理垃圾、污泥及危废技术储备雄厚极具市场应用前景,18年13",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"重点推荐中材国际(四季度单季新签合同额大幅增长226%,各业务线均取得积极进展毛利率逐步提升过程中,有望深度受益于“两材”合并,公司水泥窑协同处理垃圾、污泥及危废技术储备雄厚极具市场应用前景,18年13",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,600970,中材国际,"重点推荐中材国际(四季度单季新签合同额大幅增长226%,各业务线均取得积极进展毛利率逐步提升过程中,有望深度受益于“两材”合并,公司水泥窑协同处理垃圾、污泥及危废技术储备雄厚极具市场应用前景,18年13",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,601117,中国化学,"7倍PE,详见我们12月17日外发的深度报告)、中国化学(自去年3月以来订单持续超50%高增长,近期全球油价持续强劲,煤化工项目/炼化工程需求有望进一步改善,非化工订单占比已达1/3成为新增长点,18年仅1",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中泰证券,002081,金螳螂,"在金螳螂家装业务占比快速提升趋势下,消费属性将不断增加,现金流将持续改善,估值空间有望大幅打开,继续重点推荐",webcache\20180129\webcache-20180302234844.html,sina,
2018-01-29,中信建投,002044,美年健康,"推荐美年健康:新投资体检中心51家,加快门店扩张战略",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,广发证券,300567,精测电子,"推荐精测电子:受益面板产能扩张,公司业绩快速成长",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,广发证券,300567,精测电子,"推荐精测电子:受益面板产能扩张,公司业绩快速成长",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,中泰证券,600507,方大特钢,推荐方大特钢:单季盈利再创历史新高,webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,财富证券,002173,创新医疗,"金仕生物主要从事心脏外科产品和微创介入瓣产品开发,拥有心脏瓣膜功能重建的全系列产品,其中在研核心项目四个:已通过CFDA 创新医疗器械特别审批、完成临床试验,且正在注册上市阶段的瓣膜成形环;处于临床随访阶段的生物瓣膜;已处于注册检验阶段的生物介入瓣(TAVI)和处于临床入组阶段的生物补片,产品优势突出,有望实现进口替代",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,财富证券,002173,创新医疗,"金仕生物主要从事心脏外科产品和微创介入瓣产品开发,拥有心脏瓣膜功能重建的全系列产品,其中在研核心项目四个:已通过CFDA 创新医疗器械特别审批、完成临床试验,且正在注册上市阶段的瓣膜成形环;处于临床随访阶段的生物瓣膜;已处于注册检验阶段的生物介入瓣(TAVI)和处于临床入组阶段的生物补片,产品优势突出,有望实现进口替代",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,财富证券,002294,信立泰,"推荐信立泰动态点评:接连入股高端医疗器械公司,发挥心血管领域药械协同效应",webcache\20180129\webcache-20180302234845.html,sina,
2018-01-29,天风证券,600618,氯碱化工,"展望2018年,公司氨醇产业链相关产品继续显著受益于煤炭减量政策和煤油价差扩大,盐化工、氯碱化工和氟化工继续享受环保高压红利,PC和有机硅维持高景气,多因素共振下,预计2018年业绩有望继续超预期",webcache\20180129\webcache-20180302234846.html,sina,
2018-01-29,天风证券,000830,鲁西化工,"推荐鲁西化工:连续5季度环比大增后,如何看长期盈利中枢?",webcache\20180129\webcache-20180302234846.html,sina,
2018-01-29,天风证券,300091,金通灵,"推荐金通灵:17年业绩大幅预增,看好流体设备龙头进军再生能源发电",webcache\20180129\webcache-20180302234846.html,sina,
2018-01-29,信达证券,600900,长江电力,"推荐长江电力跟踪报告:发电量创新高助业绩增长,水电龙头投资价值凸显",webcache\20180129\webcache-20180302234846.html,sina,
2018-01-29,信达证券,600900,长江电力,"推荐长江电力跟踪报告:发电量创新高助业绩增长,水电龙头投资价值凸显",webcache\20180129\webcache-20180302234846.html,sina,
2018-01-29,东北证券,600132,重庆啤酒,"   
    重要研报:重庆啤酒(600132):重庆啤酒是西南区域啤酒龙头,受益于产品结构的升级,盈利能力显著提升:公司在重庆及周边的四川、湖南等地有较强的品牌影响力,2013年成为嘉士伯集团成员,嘉士伯合计持有公司60%股份",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,天风证券,300567,精测电子,"推荐精测电子:17年确定高增长,面板+半导体持续打开市场空间",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,天风证券,300567,精测电子,"推荐精测电子:17年确定高增长,面板+半导体持续打开市场空间",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,天风证券,600760,中航沈飞,"推荐中航沈飞:利润同比增长25%,“共和国长子”继续远航",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,天风证券,600760,中航沈飞,"推荐中航沈飞:利润同比增长25%,“共和国长子”继续远航",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,天风证券,300188,美亚柏科,"推荐美亚柏科:业绩超预期,看好2018年成长",webcache\20180129\webcache-20180302234847.html,sina,
2018-01-29,群益证券,300262,巴安水务,"推荐巴安水务:17年业绩预增55%-80%,丰厚在手订单保障未来高成长",webcache\20180129\webcache-20180302234848.html,sina,
2018-01-29,安信证券,000661,长春高新,"推荐长春高新:寒假用药高峰已至,公司长期成长趋势不变",webcache\20180129\webcache-20180302234848.html,sina,
2018-01-29,上海证券,002044,美年健康,"推荐美年健康:横向加速网点大扩张,纵向打造健康生态圈",webcache\20180129\webcache-20180302234848.html,sina,
2018-01-29,上海证券,002044,美年健康,"推荐美年健康:横向加速网点大扩张,纵向打造健康生态圈",webcache\20180129\webcache-20180302234848.html,sina,
2018-01-29,东莞证券,603027,千禾味业,"推荐千禾味业2017年业绩快报点评:稳固西南大本营,不断开拓全国市场",webcache\20180129\webcache-20180302234848.html,sina,
2018-01-29,平安证券,000825,太钢不锈,"推荐太钢不锈:四季度盈利创新高,全年业绩超预期",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600048,保利地产,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600340,华夏幸福,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600383,金地集团,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600466,蓝光发展,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,601155,新城控股,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000002,万科A,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000671,阳光城,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,002146,荣盛发展,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600048,保利地产,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600340,华夏幸福,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600383,金地集团,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600466,蓝光发展,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,601155,新城控股,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000002,万科A,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000671,阳光城,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,002146,荣盛发展,"按人口流动和土地出让的情况,二线城市列为人口流入、土地供给充足的区域,按可持续经营假设的PE估值,推荐保利地产、万科A、新城控股、华夏幸福、荣盛发展、蓝光发展,受益金地集团、阳光城",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600266,北京城建,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600376,首开股份,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600683,京投发展,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000069,华侨城A,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,001979,招商蛇口,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600266,北京城建,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600376,首开股份,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600683,京投发展,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000069,华侨城A,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,001979,招商蛇口,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600266,北京城建,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600376,首开股份,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,600683,京投发展,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,000069,华侨城A,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,国泰君安,001979,招商蛇口,"(2)开始关注一线城市的NAV折价率修复机会,推荐首开股份、北京城建、华侨城A、招商蛇口,受益京投发展",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,中原证券,601233,桐昆股份,"推荐桐昆股份公司点评报告:涤纶景气推动业绩大幅增长,一体化优势保障未来业绩",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,中原证券,601233,桐昆股份,"推荐桐昆股份公司点评报告:涤纶景气推动业绩大幅增长,一体化优势保障未来业绩",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,中原证券,601233,桐昆股份,"推荐桐昆股份公司点评报告:涤纶景气推动业绩大幅增长,一体化优势保障未来业绩",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,000898,鞍钢股份,"我们认为反弹的主要原因在于1)经过前期的大幅下跌,目前钢价已经处于部分贸易商和终端用户的补库合意区间,从而引发了一轮补库行情,钢价企稳反弹,库存涨幅趋缓;2)鞍钢股份的业绩预报率先披露引发市场对于钢铁板块高盈利的关注",webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,600581,八一钢铁,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,000825,太钢不锈,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,000932,*ST华菱,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,600581,八一钢铁,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,000825,太钢不锈,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,方正证券,000932,*ST华菱,推荐标的*ST华菱(低估值、摘帽行情)、八一钢铁(2018年新疆基建高增长保障用钢需求、集团炼铁资产注入抬升盈利)、太钢不锈(不锈钢高弹性、集团全年实现利润43亿元超预期),webcache\20180129\webcache-20180302234849.html,sina,
2018-01-29,长江证券,002242,九阳股份,"推荐九阳股份:渠道效率有望提升,多元化布局值得期待",webcache\20180129\webcache-20180302234850.html,sina,
2018-01-29,川财证券,601155,新城控股,"成分股中阳光股份、新城控股和阳光城周涨幅居前,分别上涨47",webcache\20180129\webcache-20180302234851.html,sina,
2018-01-29,川财证券,000608,阳光股份,"成分股中阳光股份、新城控股和阳光城周涨幅居前,分别上涨47",webcache\20180129\webcache-20180302234851.html,sina,
2018-01-29,川财证券,000671,阳光城,"成分股中阳光股份、新城控股和阳光城周涨幅居前,分别上涨47",webcache\20180129\webcache-20180302234851.html,sina,
2018-01-29,西南证券,002644,佛慈制药,"推荐佛慈制药:单季度收入增速加快,公司经营拐点出现",webcache\20180129\webcache-20180302234851.html,sina,
2018-01-29,川财证券,600011,华能国际,"此外若煤电联动启动,火电上网电价将得到提升,火电企业盈利状况有望得到改善,可关注优质火电企业,相关标的有华能国际、浙能电力",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600023,浙能电力,"此外若煤电联动启动,火电上网电价将得到提升,火电企业盈利状况有望得到改善,可关注优质火电企业,相关标的有华能国际、浙能电力",webcache\20180129\webcache-20180302234852.html,sina,
2018-01-29,川财证券,600116,三峡水利,"配售电板块:近期河南、福建等省份出台2018年电力市场交易方案,市场化交易电量规模较上年都有明显的提升,随着电力体制改革的逐渐落地,电力市场化交易规模预期将继续扩大,可关注具有用户及电源优势的企业,相关标的有三峡水利、涪陵电力",webcache\20180129\webcache-20180302234852.html,sina,
