2017-11-22,天风证券    ,002626,金达威  ,"成本方面内蒙古金达威在能源、原料、运输等成本优势明显,市占率有望持续提升"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3994249/index.phtml,sina,
2017-11-22,申万宏源    ,600035,楚天高速 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,600153,建发股份 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,600180,瑞茂通  ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,600787,中储股份 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,601919,中远海控 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,603885,吉祥航空 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,002120,韵达股份 ,"
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)回顾基本面及市场变化:1)上周交通运输行业指数下跌2"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,申万宏源    ,000166,申万宏源 ,"推荐申万宏源交运一周天地汇:航空10月份增速维稳,港口价格整改影响或有限"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992841/index.phtml,sina,
2017-11-22,长城证券    ,600741,华域汽车 ,"同时,相关零部件企业如华域汽车也将受益"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,600104,上汽集团 ,"整车厂商中推荐上汽集团,公司车型主要定位在中高端,新车型将支撑未来销售增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,600104,上汽集团 ,"整车厂商中推荐上汽集团,公司车型主要定位在中高端,新车型将支撑未来销售增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,603788,宁波高发 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,002434,万里扬  ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,002472,双环传动 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,300100,双林股份 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,603788,宁波高发 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,002434,万里扬  ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,002472,双环传动 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,300100,双林股份 ,"由于明年业绩增长具有较强的确定性,提示投资者可以在适当时机布局自动变速箱产业链,推荐万里扬、双环传动、宁波高发和双林股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,600066,宇通客车 ,"电池指标的提升则更加凸显具备高能电池材料供应技术的电池厂商的价值,推荐宇通客车、当升科技"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,300073,当升科技 ,"电池指标的提升则更加凸显具备高能电池材料供应技术的电池厂商的价值,推荐宇通客车、当升科技"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,600104,上汽集团 ,"我们重点关注的汽车个股中,上汽集团、云内动力和长城汽车涨幅居前,分别为2"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,601633,长城汽车 ,"我们重点关注的汽车个股中,上汽集团、云内动力和长城汽车涨幅居前,分别为2"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,长城证券    ,000903,云内动力 ,"我们重点关注的汽车个股中,上汽集团、云内动力和长城汽车涨幅居前,分别为2"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992837/index.phtml,sina,
2017-11-22,华鑫证券    ,002555,三七互娱 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,华鑫证券    ,002624,完美世界 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,华鑫证券    ,300133,华策影视 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,华鑫证券    ,002555,三七互娱 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,华鑫证券    ,002624,完美世界 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,华鑫证券    ,300133,华策影视 ,"我们重点关注的手游业务快速增长的游戏龙头三七互娱(三季度净利润12.11亿元,增幅61.04%)、拥有丰富IP储备的完美世界(三季度净利润10.78亿元,增幅50.29%)、影视内容龙头且低估值的华策影视(三季度净利润3.08亿元,增幅9.93%)业绩符合预期,建议继续关注"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992835/index.phtml,sina,
2017-11-22,申万宏源    ,600582,天地科技 ,"看好煤矿新建带来煤机需求增加,推荐天地科技"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992831/index.phtml,sina,
2017-11-22,申万宏源    ,000968,蓝焰控股 ,"另外京津冀地区“煤改气”政策再提,因此推荐A股唯一煤层气标的蓝焰控股"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992831/index.phtml,sina,
2017-11-22,川财证券    ,601088,中国神华 ,"推荐关注受益于采暖季供暖及煤炭行业整合的动力煤龙头企业,以及受益于国企改革催化的山西国改股,相关标的如中国神华(601088)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992827/index.phtml,sina,
2017-11-22,川财证券    ,601088,中国神华 ,"推荐关注受益于采暖季供暖及煤炭行业整合的动力煤龙头企业,以及受益于国企改革催化的山西国改股,相关标的如中国神华(601088)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992827/index.phtml,sina,
2017-11-22,川财证券    ,601088,中国神华 ,"推荐关注受益于采暖季供暖及煤炭行业整合的动力煤龙头企业,以及受益于国企改革催化的山西国改股,相关标的如中国神华(601088)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992827/index.phtml,sina,
2017-11-22,长城国瑞证券  ,600885,宏发股份 ,"
    投资建议:
    光伏电站发展态势良好,建议持续关注单晶龙头隆基股份(601012);锂电池装机量稳步提升,建议持续关注锂电材料领域的格林美(002340);新能源汽车继电器市场空间大,建议持续关注继电器行业龙头宏发股份(600885)"                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992823/index.phtml,sina,
2017-11-22,长城国瑞证券  ,601012,隆基股份 ,"
    投资建议:
    光伏电站发展态势良好,建议持续关注单晶龙头隆基股份(601012);锂电池装机量稳步提升,建议持续关注锂电材料领域的格林美(002340);新能源汽车继电器市场空间大,建议持续关注继电器行业龙头宏发股份(600885)"                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992823/index.phtml,sina,
2017-11-22,长城国瑞证券  ,002340,格林美  ,"
    投资建议:
    光伏电站发展态势良好,建议持续关注单晶龙头隆基股份(601012);锂电池装机量稳步提升,建议持续关注锂电材料领域的格林美(002340);新能源汽车继电器市场空间大,建议持续关注继电器行业龙头宏发股份(600885)"                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992823/index.phtml,sina,
2017-11-22,申万宏源    ,002230,科大讯飞 ,"我们近期持续推荐科大讯飞,原因为2017年11月9日年度发布会上展现了通用AI技术生态化、行业AI应用产品化突破"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992821/index.phtml,sina,
2017-11-22,申万宏源    ,002230,科大讯飞 ,"我们近期持续推荐科大讯飞,原因为2017年11月9日年度发布会上展现了通用AI技术生态化、行业AI应用产品化突破"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992821/index.phtml,sina,
2017-11-22,申万宏源    ,000997,新大陆  ,从收单流水看到了新大陆(拥有“国通新驿”)的领先优势                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992821/index.phtml,sina,
2017-11-22,申万宏源    ,000997,新大陆  ,从收单流水看到了新大陆(拥有“国通新驿”)的领先优势                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992821/index.phtml,sina,
2017-11-22,川财证券    ,000001,平安银行 ,"平安银行零售业务营业收入335.99亿元、同比增长38.03%,在全行营业收入中占比为42%,增长强劲,持续受到市场关注"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992809/index.phtml,sina,
2017-11-22,川财证券    ,000001,平安银行 ,"平安银行零售业务营业收入335.99亿元、同比增长38.03%,在全行营业收入中占比为42%,增长强劲,持续受到市场关注"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992809/index.phtml,sina,
2017-11-22,华金证券    ,000620,新华联  ,"
    行业重要新闻:1、民航局:优化新航季航班结构,提高运行效率;2、海航科技继续推进战略转型,推出海航云集市;3、支付宝与越南“银联”签约,拓展在越出境游业务;4、新华联加速文旅全产业链布局,拟收购湖南海外旅游;5、美团支付业务再违规,被央行支付清算协会责令整改"                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992803/index.phtml,sina,
2017-11-22,华金证券    ,600138,中青旅  ,"重点推荐:(1)、乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992803/index.phtml,sina,
2017-11-22,华金证券    ,600138,中青旅  ,"重点推荐:(1)、乌镇、古北水镇内生增长良好,外延式扩张存在预期的景区龙头中青旅(600138"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992803/index.phtml,sina,
2017-11-22,华金证券    ,300144,宋城演艺 ,SH);(2)、景区演艺成功复制、业绩增长稳定的白马宋城演艺(300144                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992803/index.phtml,sina,
2017-11-22,东吴证券    ,300567,精测电子 ,"
    3、精测电子2016年来自京东方的销售收入2.8亿元(占比53%),受益OLED和高世代LCD产线投建,预计2017年京东方销售收入占比将提高"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992798/index.phtml,sina,
2017-11-22,东吴证券    ,300567,精测电子 ,"
    盈利预测与投资评级:
    我们预计公司在2017/2018/2019年营业收入有望达8.7亿元/12.5亿元/16亿元,分别同比增长66%/44%/29%,归母净利润为1.63亿元/2.64亿元/3.6亿元,分别同比增长65%/63%/36%,对应EPS为1.98元/3.22元/4.39元,PE为63倍/39倍/28倍,基于精测电子的检测龙头地位,维持“买入”评级"                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992798/index.phtml,sina,
2017-11-22,东吴证券    ,300567,精测电子 ,"
    盈利预测与投资评级:
    我们预计公司在2017/2018/2019年营业收入有望达8.7亿元/12.5亿元/16亿元,分别同比增长66%/44%/29%,归母净利润为1.63亿元/2.64亿元/3.6亿元,分别同比增长65%/63%/36%,对应EPS为1.98元/3.22元/4.39元,PE为63倍/39倍/28倍,基于精测电子的检测龙头地位,维持“买入”评级"                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992798/index.phtml,sina,
2017-11-22,东吴证券    ,300567,精测电子 ,"
    京东方中标订主要集中在模组段和Cell段:
    (1)模组自动化检测中标设备主要为信号发生器、模组点灯设备、点灯检查设备、高温老化设备、模组在线/离线检测装置、模组测试系统等:
    (2)AOI-模组检测系统可能包括液晶模组最终自动检测设备、模组自动光学检查装置等;
    (3)其他AOI检测系统可能包括液晶面板自动检测设备、自动外观检查机、自动光学调试设备等;
    (4)AOI-cell检测设备包括Cell AOI检测设备、玻璃边缘检查机、宏观检查机、微观检查机、玻璃边缘检查机等;
    (5)AOI-CF检测设备包括CF宏观检查机等;
    (6)平板自动化设备包括auto packing等;精测电子作为面板检测龙头将继续发挥“设备+器件”优势:
    1、重申看好精测电子作为国内稀缺的完整覆盖面板前中后段制程(“Array→Cell→Module”)检测设备的厂商的龙头优势:后段模组检测国内市占率第一,高壁垒的中段和前段AOI光学自动检测系统订单顺利增长;LCD检测主业巩固,进口替代持续推进,OLED检测处于爆发初期;进入苹果供应链有望带来较大业绩弹性;以6000万参股国内最大Micro-OLED生产厂合肥视涯科技12",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992798/index.phtml,sina,
2017-11-22,东吴证券    ,300567,精测电子 ,"
    京东方中标订主要集中在模组段和Cell段:
    (1)模组自动化检测中标设备主要为信号发生器、模组点灯设备、点灯检查设备、高温老化设备、模组在线/离线检测装置、模组测试系统等:
    (2)AOI-模组检测系统可能包括液晶模组最终自动检测设备、模组自动光学检查装置等;
    (3)其他AOI检测系统可能包括液晶面板自动检测设备、自动外观检查机、自动光学调试设备等;
    (4)AOI-cell检测设备包括Cell AOI检测设备、玻璃边缘检查机、宏观检查机、微观检查机、玻璃边缘检查机等;
    (5)AOI-CF检测设备包括CF宏观检查机等;
    (6)平板自动化设备包括auto packing等;精测电子作为面板检测龙头将继续发挥“设备+器件”优势:
    1、重申看好精测电子作为国内稀缺的完整覆盖面板前中后段制程(“Array→Cell→Module”)检测设备的厂商的龙头优势:后段模组检测国内市占率第一,高壁垒的中段和前段AOI光学自动检测系统订单顺利增长;LCD检测主业巩固,进口替代持续推进,OLED检测处于爆发初期;进入苹果供应链有望带来较大业绩弹性;以6000万参股国内最大Micro-OLED生产厂合肥视涯科技12",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3992798/index.phtml,sina,
