2018-02-24,兴业证券,000661,长春高新,"长春高新(000661)业绩符合预期,未来有望持续较快增长-180209",webcache\20180225\webcache-20180302224156.html,51pdf,
2018-02-24,山西证券,601888,中国国旅,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,000404,华意压缩,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,000708,大冶特钢,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002118,紫鑫药业,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002252,上海莱士,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002399,海普瑞,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002414,高德红外,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002470,金正大,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002501,利源精制,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,300065,海兰信,"个股方面,若以融资净买入额占周交易额比例作为看多指标,2018年2月12日-2月14日期间,比例前20个股分别为光大证券、广东明珠、高德红外、新南洋、用友网络、上海莱士、美尔雅、冠豪高新、中国国旅、广誉远、金正大、利源精制、国投电力、华意压缩、大冶特钢、华电国际、金杯汽车、紫鑫药业、海兰信、海普瑞,近两周可关注个股表现",webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,山西证券,002500,山西证券,推荐山西证券融资融券周报,webcache\20180224\webcache-20180302231819.html,sina,
2018-02-24,东兴证券,300204,舒泰神,"推荐舒泰神2017年年报点评:舒泰清增速接近40%,创新单抗获批临床,外延有望继续加速",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,东兴证券,300204,舒泰神,"推荐舒泰神2017年年报点评:舒泰清增速接近40%,创新单抗获批临床,外延有望继续加速",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,国海证券,002304,洋河股份,"推荐洋河股份动态点评:结构升级明显,梦之蓝快速增长",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,国海证券,002304,洋河股份,"推荐洋河股份动态点评:结构升级明显,梦之蓝快速增长",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,浙商证券,600029,南方航空,"推荐南方航空18年1月运营数据点评:春节错峰导致客座率下滑,期待节后票价提升",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,天风证券,000625,长安汽车,"受益于ADAS产品逐步普及并向中低端车型渗透,KSS成功开拓吉利、蔚来、长丰等自主品牌,并已经逐步与上海大众和长安汽车进行产品配套测试,2016年与2017H1分别新获订单1.2和1.3亿美元",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,天风证券,600699,均胜电子,"推荐均胜电子:从无到有拔地起,智能时代显真彰",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,中泰证券,600161,天坛生物,"长期看好血制品行业,看好产品线丰富、采浆量增长的可持续性强、销售队伍有序推进的血制品龙头企业如华兰生物、天坛生物等",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,中泰证券,002007,华兰生物,"长期看好血制品行业,看好产品线丰富、采浆量增长的可持续性强、销售队伍有序推进的血制品龙头企业如华兰生物、天坛生物等",webcache\20180224\webcache-20180302231820.html,sina,
2018-02-24,天风证券,600260,凯乐科技,"   
    投资建议:目前军工板块的战略配置机遇已经显现,在军民融合方向上建议关注新材料、国防信息化等具备高军民通用性的领域,优选拥有高技术壁垒及产品市占率较高的核心配套企业如:方大化工、航新科技、凯乐科技等",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,天风证券,000818,方大化工,"   
    投资建议:目前军工板块的战略配置机遇已经显现,在军民融合方向上建议关注新材料、国防信息化等具备高军民通用性的领域,优选拥有高技术壁垒及产品市占率较高的核心配套企业如:方大化工、航新科技、凯乐科技等",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,天风证券,300424,航新科技,"   
    投资建议:目前军工板块的战略配置机遇已经显现,在军民融合方向上建议关注新材料、国防信息化等具备高军民通用性的领域,优选拥有高技术壁垒及产品市占率较高的核心配套企业如:方大化工、航新科技、凯乐科技等",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,山西证券,600104,上汽集团,"   
    业绩预告:上汽集团、广汽集团的净利润预告上限超百亿,77家公司净利润可能实现正增长,其中有22家同比增速上限超100%",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,山西证券,601238,广汽集团,"   
    业绩预告:上汽集团、广汽集团的净利润预告上限超百亿,77家公司净利润可能实现正增长,其中有22家同比增速上限超100%",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,600884,杉杉股份,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,002074,国轩高科,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,002407,多氟多,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,002460,赣锋锂业,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,300001,特锐德,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,浙商证券,300116,坚瑞沃能,建议关注国轩高科、杉杉股份、赣锋锂业、多氟多、坚瑞沃能、特锐德等标的,webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,东兴证券,603456,九洲药业,"推荐九洲药业2017年度报告点评:业绩高增速顺利完成股权激励考核,期待CDMO板块持续发力",webcache\20180224\webcache-20180302231821.html,sina,
2018-02-24,安信证券,300024,机器人,"一芯智能技术积累扎实,竞争优势突出,其三大业务工业机器人制造、RFID产品、物联网解决方案围绕RFID技术构成梯度明确的产品线,技术壁垒、市场空间及成长性都依次递增",webcache\20180224\webcache-20180302231822.html,sina,
2018-02-24,安信证券,300024,机器人,"一芯智能技术积累扎实,竞争优势突出,其三大业务工业机器人制造、RFID产品、物联网解决方案围绕RFID技术构成梯度明确的产品线,技术壁垒、市场空间及成长性都依次递增",webcache\20180224\webcache-20180302231822.html,sina,
2018-02-24,安信证券,300050,世纪鼎利,"推荐世纪鼎利:2017年外延加码通信物联网、教育双主业,2018年有望迎来业绩释放期",webcache\20180224\webcache-20180302231822.html,sina,
2018-02-24,申万宏源,603019,中科曙光,"   
    AI主线:推荐浪潮信息、中科曙光、科大讯飞等",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,000977,浪潮信息,"   
    AI主线:推荐浪潮信息、中科曙光、科大讯飞等",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,002230,科大讯飞,"   
    AI主线:推荐浪潮信息、中科曙光、科大讯飞等",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,603019,中科曙光,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,000997,新大陆,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,002410,广联达,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,002415,海康威视,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,002439,启明星辰,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,300059,东方财富,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,申万宏源,300226,上海钢联,"推荐标的:   
    领军成长:上海钢联、广联达、东方财富、中科曙光、启明星辰、新大陆、海康威视",webcache\20180224\webcache-20180302231823.html,sina,
2018-02-24,国泰君安,600138,中青旅,此外我们还推荐中青旅、峨眉山、众信旅游、锦江股份等,webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,600754,锦江股份,此外我们还推荐中青旅、峨眉山、众信旅游、锦江股份等,webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,002707,众信旅游,此外我们还推荐中青旅、峨眉山、众信旅游、锦江股份等,webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,600138,中青旅,"选股思路1:把握短期催化:①春节黄金周数据出炉,三亚免税店销售数据超预期继续高速增长;②部分标的2018年一季报有望继续高增长,例如中国国旅、首旅酒店、众信旅游、峨眉山A、中青旅等;③海南省建省30周年日期临近,春晚海南亦作为分会场之一,海南省政策预期越来越强",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,600258,首旅酒店,"选股思路1:把握短期催化:①春节黄金周数据出炉,三亚免税店销售数据超预期继续高速增长;②部分标的2018年一季报有望继续高增长,例如中国国旅、首旅酒店、众信旅游、峨眉山A、中青旅等;③海南省建省30周年日期临近,春晚海南亦作为分会场之一,海南省政策预期越来越强",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,601888,中国国旅,"选股思路1:把握短期催化:①春节黄金周数据出炉,三亚免税店销售数据超预期继续高速增长;②部分标的2018年一季报有望继续高增长,例如中国国旅、首旅酒店、众信旅游、峨眉山A、中青旅等;③海南省建省30周年日期临近,春晚海南亦作为分会场之一,海南省政策预期越来越强",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,000888,峨眉山A,"选股思路1:把握短期催化:①春节黄金周数据出炉,三亚免税店销售数据超预期继续高速增长;②部分标的2018年一季报有望继续高增长,例如中国国旅、首旅酒店、众信旅游、峨眉山A、中青旅等;③海南省建省30周年日期临近,春晚海南亦作为分会场之一,海南省政策预期越来越强",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,002707,众信旅游,"选股思路1:把握短期催化:①春节黄金周数据出炉,三亚免税店销售数据超预期继续高速增长;②部分标的2018年一季报有望继续高增长,例如中国国旅、首旅酒店、众信旅游、峨眉山A、中青旅等;③海南省建省30周年日期临近,春晚海南亦作为分会场之一,海南省政策预期越来越强",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,600258,首旅酒店,"   
    选股思路2:交易角度,外盘波动前股价表现强势,受外盘扰动超跌,而基本面仍然很优质的个股:①例如首旅酒店在外盘大跌前年初至今最高涨幅高达78%,而后跌幅达到-10%,期间公司基本面维持健康发展,而美股和港股在春节期间的涨幅达到1%,与大跌之前相比上涨6",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,600258,首旅酒店,"   
    推荐标的:首推标的仍然是首旅酒店和中国国旅",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,国泰君安,601888,中国国旅,"   
    推荐标的:首推标的仍然是首旅酒店和中国国旅",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,东海证券股份有限公司,600004,白云机场,"机场方面,资源优势明显,未来非航收入可期,建议关注白云机场和上海机场",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,东海证券股份有限公司,600009,上海机场,"机场方面,资源优势明显,未来非航收入可期,建议关注白云机场和上海机场",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,东海证券股份有限公司,600004,白云机场,"机场方面,资源优势明显,未来非航收入可期,建议关注白云机场和上海机场",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,东海证券股份有限公司,600009,上海机场,"机场方面,资源优势明显,未来非航收入可期,建议关注白云机场和上海机场",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,光大证券,002599,盛通股份,"我们看好IT培训行业的发展前景,建议积极关注:(1)A股:文化长城(300089.SZ,翡翠教育/智游臻龙)、百洋股份(002696.SZ,火星时代)、开元股份(300338.SZ,广州多迪)、盛通股份(002599.SZ,乐博教育)、方直科技(300235.SZ,千锋互联);(2)美股:达内科技(TEDU.O);(3)新三板:传智播客(839976.OC)、易第优(839467.OC)和光环国际(838504.OC)",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,光大证券,002696,百洋股份,"我们看好IT培训行业的发展前景,建议积极关注:(1)A股:文化长城(300089.SZ,翡翠教育/智游臻龙)、百洋股份(002696.SZ,火星时代)、开元股份(300338.SZ,广州多迪)、盛通股份(002599.SZ,乐博教育)、方直科技(300235.SZ,千锋互联);(2)美股:达内科技(TEDU.O);(3)新三板:传智播客(839976.OC)、易第优(839467.OC)和光环国际(838504.OC)",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,光大证券,300089,文化长城,"我们看好IT培训行业的发展前景,建议积极关注:(1)A股:文化长城(300089.SZ,翡翠教育/智游臻龙)、百洋股份(002696.SZ,火星时代)、开元股份(300338.SZ,广州多迪)、盛通股份(002599.SZ,乐博教育)、方直科技(300235.SZ,千锋互联);(2)美股:达内科技(TEDU.O);(3)新三板:传智播客(839976.OC)、易第优(839467.OC)和光环国际(838504.OC)",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,光大证券,300235,方直科技,"我们看好IT培训行业的发展前景,建议积极关注:(1)A股:文化长城(300089.SZ,翡翠教育/智游臻龙)、百洋股份(002696.SZ,火星时代)、开元股份(300338.SZ,广州多迪)、盛通股份(002599.SZ,乐博教育)、方直科技(300235.SZ,千锋互联);(2)美股:达内科技(TEDU.O);(3)新三板:传智播客(839976.OC)、易第优(839467.OC)和光环国际(838504.OC)",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,光大证券,300338,开元股份,"我们看好IT培训行业的发展前景,建议积极关注:(1)A股:文化长城(300089.SZ,翡翠教育/智游臻龙)、百洋股份(002696.SZ,火星时代)、开元股份(300338.SZ,广州多迪)、盛通股份(002599.SZ,乐博教育)、方直科技(300235.SZ,千锋互联);(2)美股:达内科技(TEDU.O);(3)新三板:传智播客(839976.OC)、易第优(839467.OC)和光环国际(838504.OC)",webcache\20180224\webcache-20180302231824.html,sina,
2018-02-24,长江证券,603355,莱克电气,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603578,三星新材,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603579,荣泰健康,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002052,同洲电子,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002418,康盛股份,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002676,顺威股份,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603355,莱克电气,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603578,三星新材,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603579,荣泰健康,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002052,同洲电子,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002418,康盛股份,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,002676,顺威股份,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603355,莱克电气,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603578,三星新材,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
2018-02-24,长江证券,603579,荣泰健康,"   
    春节前大盘止跌反弹,家电板块表现较为优异并领涨市场,且板块中我们持续推荐的价值蓝筹均录得不俗涨幅;我们认为当前时点支撑家电蓝筹股价上行的逻辑依旧成立,在市场风险偏好低位背景下其业绩增速与估值匹配度优势将持续凸显;总体来看,上周家电指数上涨7.59%,在申万一级行业中排名第1位,分别跑赢沪深300指数及上证综指4.30及5.37pct;个股层面,上周家电板块涨幅前三个股为三星新材(16.60%)、荣泰健康(11.37%)及莱克电气(9.97%),跌幅前三个股为顺威股份(-10.85%)、同洲电子(-0.23%)及康盛股份(-0.23%)",webcache\20180224\webcache-20180302231828.html,sina,
