2018-02-12,长江证券,002024,苏宁易购,苏宁易购(002024)拟回购股份实施股权激励，彰显长期发展信心-180212,http://www.51pdf.com.cn/report_gg_p96/,51pdf,
2018-02-12,申万宏源,600322,天房发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600340,华夏幸福,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600383,金地集团,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600466,蓝光发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600823,世茂股份,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,601155,新城控股,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000002,万科A,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000656,金科股份,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000671,阳光城,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000918,嘉凯城,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,001979,招商蛇口,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,002146,荣盛发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,002244,滨江集团,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,002285,世联行,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600048,保利地产,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600322,天房发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600340,华夏幸福,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600383,金地集团,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600466,蓝光发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,600823,世茂股份,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,601155,新城控股,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000002,万科A,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000656,金科股份,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000671,阳光城,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,000918,嘉凯城,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,001979,招商蛇口,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
2018-02-12,申万宏源,002146,荣盛发展,"   
    我们预计房地产行业重点公司2017年报情况如下:   
    1.增速在50%以上的公司有两家:新城控股(增长83%、高周转助力销售高增长)、阳光城(增长70%、土储充沛、多渠道融资增强资金实力)   
    2.增速在30%-50%(含30%和50%)之间的公司有五家:蓝光发展(增长47%,高管股权激励与员工跟投机制激发公司跨越式增长)、华夏幸福(增长35%,产业新城PPP模式全国卡位)、世联行(增长32%)、滨江集团(增长40%)、荣盛发展(增长39%)   
    3.增速在30%以下的公司有:万科A(增长25%)、金地集团(增长20%)、世茂股份(增长5%)、保利地产(增长26%)、招商蛇口(增长27%)、金科股份(10%)   
    4.业绩有所改善的公司有两个:嘉凯城(376%、转让子公司武汉巴登城非经常性损益大幅增加)、天房发展(净利润2.1亿、增长-657%、扭亏为盈)   
    行业观点与投资建议:行业集中度加速提升、业绩稳中向好是2017年房地产行业主要趋势",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4095542/index.phtml,sina,
