2017-11-21,东北证券,300024,机器人,推荐行业:自动化行业(系统集成和机器人)+高空作业平台,webcache\20171121\webcache-20180303013316.html,sina,
2017-11-21,国金证券,002391,长青股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300398,飞凯材料,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300655,晶瑞股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300666,江丰电子,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600075,新疆天业,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600141,兴发集团,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600618,氯碱化工,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,603078,江化微,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,603938,三孚股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,000830,鲁西化工,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002068,黑猫股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002258,利尔化学,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002341,新纶科技,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002391,长青股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300398,飞凯材料,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300655,晶瑞股份,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300666,江丰电子,"炭黑下游轮胎需求相对稳定,供给端受限产明显收缩,产品价格和盈利有望持续改善,关注黑猫股份;农药行业景气度底部回升,在需求旺季背景下部分子行业受中间体以及原药限产影响,供需矛盾加剧,重点关注草铵膦龙头利尔化学、吡虫啉龙头长青股份、关注草铵膦-甘氨酸一体化企业兴发集团;2017年氯碱不平衡带来烧碱价格持续攀升,11月山东等地烧碱企业的停产持续推涨烧碱价格,我们认为这一趋势有望持续,重点关注氯碱化工、新疆天业、鲁西化工;成长股方面,关注充分受益下游光伏和光纤高景气的三孚股份;持续看好OCA胶进入苹果产业链,大力布局铝塑膜和功能性光学膜的新纶科技;中长期看好平面显示材料和半导体材料的国产化进程,关注飞凯材料、江化微、晶瑞股份、江丰电子等",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600803,新奥股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300335,迪森股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600803,新奥股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300335,迪森股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600803,新奥股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,300335,迪森股份,"油价上涨受益标的,重点推荐新奥股份(配股方案执行完成后,价值迎来重估,海外santos受益油价回升,贡献投资收益);取暖季到来,天然气供需紧张,受益于煤改气的迪森股份(受益煤改气,壁挂炉销售持续放量,分布式能源契合国内能源结构调整大方向)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600346,恒力股份,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,601233,桐昆股份,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,000703,恒逸石化,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002493,荣盛石化,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,600346,恒力股份,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,601233,桐昆股份,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,000703,恒逸石化,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,国金证券,002493,荣盛石化,"   
    石化方面,建议布局,一是民营大炼油投产带来的投资机会(桐昆股份、恒逸石化、恒力股份、荣盛石化),重点推荐桐昆股份(涤纶产业链景气度高,聚酯PTA产能将形成完整配套,投资大炼化提供新的盈利增长点)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,601857,中国石油,"85%;中国石油进口量10月份较上月减少598万吨至3103万吨,同比增长7",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,600777,新潮能源,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,600803,新奥股份,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,601233,桐昆股份,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,601857,中国石油,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,000703,恒逸石化,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,000968,蓝焰控股,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,002648,卫星石化,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,600777,新潮能源,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,600803,新奥股份,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,601233,桐昆股份,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,601857,中国石油,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
2017-11-21,联讯证券,000703,恒逸石化,"   
    推荐关注标的:新奥股份(Santos油田经营情况好转,煤炭及煤化工、能源工程业务良好发展)、新潮能源(新油田并表规模大增,计划大幅增产,拟设立油气销售公司拓展国内市场)、恒逸石化(PTA产销两旺,石化贸易增厚收入规模,拟建文莱二期项目、炼化能力1400万吨/年)、蓝焰控股(煤层气A股唯一上市标的,持续受益天然气需求增长,享受政策补贴)、卫星石化(C3产业链一体化龙头,PDH、丙烯酸盈利能力强)、桐昆股份(受益涤纶高景气、行业龙头业绩稳增)、中国石油(受益油价回暖及天然气需求增长,业绩逐步改善)",webcache\20171121\webcache-20180303013444.html,sina,
