2017-10-10,西南证券,603866,桃李面包,"推荐桃李面包:三季报略超市场预期,区域扩张持续进行",webcache\20171010\webcache-20180303024642.html,sina,
2017-10-10,国金证券,000928,中钢国际,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002051,中工国际,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002135,东南网架,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002140,东华科技,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002541,鸿路钢构,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002743,富煌钢构,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,300284,苏交科,"   
    自下而上继续长期看好装配式建筑/国际工程/设计板块,关注煤化工板块投资机会:1)装配式建筑加速迹象愈明显:①9月19日,广州政府发文大力推进装配式建筑,除了将装配式建筑企业纳入招商引资重点行业实施税收优惠,同时规定购买装配式建筑的商品房可享受贷款优惠;②公司层面来看,精工钢构开拓技术授权服务第一单,与宁夏城建签订5000W订单;而杭萧钢构提价与天津融创兴辰签订技术授权协议,订单金额4500W,我们认为装配式建筑的长期趋势确定,而从政策和公司来看都有加速迹象,继续推荐杭萧钢构,积极关注东南网架/精工钢构/鸿路钢构/富煌钢构;2)一带一路逻辑不改长期看好国际工程:我们前面提到十九大来临应关注一带一路的主题投资机会,但市场或许忽略了国际工程基本面带来的投资机会,今年以来新签订单维持大体量,中工国际/中钢国际海外新签订单分别为14.37亿美元/19.79亿元,北方国际/中材国际新签订单分别为20.37亿美元/157.6亿元,而经过调整当下时点国际工程的估值较便宜,处良好配置时机:按目前股价2017年估值分别为中工国际(14.5X)/北方国际(18.2X)/中钢国际(14.6X)/中材国际(21.3X);3)设计板块长期处于集中度提升趋势当中,目前主要设计公司估值较低,推荐苏交科(23.5X)/中设集团(23X)/华建集团(29.4X)/设计总院(36.1X)(目前股价2017年估值),关注勘设股份;4)煤化工基建板块或迎来周期复苏:煤炭价格上涨后煤炭企业增加固定投资意愿边际增强,煤化工基建企业将受益,关注东华科技/中国化学等",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,600963,岳阳林纸,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002310,东方园林,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002717,岭南园林,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,002775,文科园林,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,300197,铁汉生态,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,国金证券,300495,美尚生态,3)推荐东方园林/岳阳林纸/铁汉生态/岭南园林/美晨科技/美尚生态/文科园林等,webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,600986,科达股份,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002027,分众传媒,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,300058,蓝色光标,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,600986,科达股份,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002027,分众传媒,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,300058,蓝色光标,"   
    我们认为传媒大板块,还没有系统性的大机会,但建议关注广告营销,逻辑一,行业利润增速处于30%的底部,当前估值20倍以下;逻辑二,未来催化利润上涨的因素,行业收入增速有望保持,随着集中度的提高,毛利率下滑空间有限,建议关注行业龙头:科达股份、分众传媒、蓝色光标",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,600640,号百控股,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,600715,文投控股,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,601595,上海电影,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002071,长城影视,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002113,天润数娱,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002292,奥飞娱乐,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,002502,骅威文化,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
2017-10-10,新时代证券,300291,华录百纳,"   
    重点公告   
    【华录百纳】公司拟转让控股子公司上海心河影视51%股权,上海润野影视51%股权,北京华录百纳31%股权;   
    【奥飞娱乐】1)奥飞香港以自有资金162万美元投资FunnyFlux,持有目标公司98,333股,占其股份总数的60.02%;2)公司向全资子公司奥飞香港增资不超过26,500 万人民币,奥飞香港注册资本将不超过185,000 万人民币;3)公司全资子公司广东原创动力以自有资金500万元人民币出资成立全资子公司深圳原创动力;   
    【上海电影】1)公司拟使用最高额度不超过40,000 万元的闲置募集资金进行现金管理;2)拟通过公开市场挂牌出让下属两家影院公司辽宁新玛特永乐电影城和长沙上影影城100%股权,分别以不低于资产评估值为底价;   
    【骅威文化】公司拟以受让股份和现金的方式向天润数娱转让持有的拇指游玩30%的股权,交易对价22,708.33 万元;   
    【长城影视】公司拟采用现金方式收购安徽马仁奇峰64.5%股份;   
    【昆仑万维】公司全资子公司昆仑集团拟作为有限合伙人参与设立昆仑资本,以自有资金认缴出资5,000万美元;   
    【号百控股】公司拟向中电信以支付现金方式购买其所持有的成都天翼空间100%股权;   
    行业新闻及产业动态   
    1.快乐购获得芒果TV等115亿资产注入,主营业务发生改变; 2.大盘增速放缓背景下两极分化明显,院线产业将加速洗牌; 3.阿里大文娱全资收购游戏公司简悦,宣布成立游戏事业群; 4.华润打通购物中心运营聚焦影院,未来3-5年计划开业50家; 5.网络剧迎来风生水起的好时代,“钱途”无量渐入佳境; 6.文投控股拟收购海润影视,明星+资本胜算几何;   
    风险提示:创业板整体波动风险,传媒行业政策风险",webcache\20171010\webcache-20180303024831.html,sina,
