2017-12-12,招商证券      ,603638,艾迪精密 ,艾迪精密(603638)高端装备跨年推荐之二：加大与龙头企业合作-171209                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p398/                                                          ,51pdf,
2017-12-12,光大证券      ,000591,太阳能  ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,光大证券      ,600116,三峡水利 ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,光大证券      ,600452,涪陵电力 ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,光大证券      ,600674,川投能源 ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,光大证券      ,600886,国投电力 ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,光大证券      ,000591,太阳能  ,"
    维持公用事业“增持”评级,推荐标的包括清洁能源公司太阳能、国投电力、川投能源等,以及受益于改革及业绩增长的三峡水利、涪陵电力等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017596/index.phtml,sina ,
2017-12-12,信达证券      ,601222,林洋能源 ,推荐电力设备与新能源行业卓越推:林洋能源                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017594/index.phtml,sina ,
2017-12-12,光大证券      ,603877,太平鸟  ,"
    股东增减持:太平鸟增持计划已25"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017582/index.phtml,sina ,
2017-12-12,方正证券      ,300024,机器人  ,"公司的工业机器人以高精度六轴机器人为主,下游覆盖汽车、3C、家电、食品饮料等高景气行业,随着前期品牌和渠道积累逐步完成,工业机器人业务持续放量,预计公司2017年工业机器人本体销售数量有望继续延续高速增长趋势,未来逐渐实现机器人本体的进口替代"                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017578/index.phtml,sina ,
2017-12-12,方正证券      ,002747,埃斯顿  ,"推荐埃斯顿:拟收购扬州曙光,进军军工自动化"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017578/index.phtml,sina ,
2017-12-12,中国民生银行股份  ,600016,民生银行 ,推荐中国民生银行每日人民币中间价预测                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017574/index.phtml,sina ,
2017-12-12,信达证券      ,600282,南钢股份 ,推荐南钢股份:钢铁行业                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017568/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    2)电影:暑期档表现亮眼引致Q3票房实现高增长,十一档同比增长49%,Q4观影热度仍将持续,全年有望实现20%以上增长,在电影市场大周期回暖的背景下,我们认为可以积极布局电影行业龙头,重点关注光线传媒"                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    2)电影:暑期档表现亮眼引致Q3票房实现高增长,十一档同比增长49%,Q4观影热度仍将持续,全年有望实现20%以上增长,在电影市场大周期回暖的背景下,我们认为可以积极布局电影行业龙头,重点关注光线传媒"                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002027,分众传媒 ,"
    4)营销:关注线下楼宇广告龙头分众传媒"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002027,分众传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300413,快乐购  ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300426,唐德影视 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002027,分众传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300413,快乐购  ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300426,唐德影视 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002027,分众传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300413,快乐购  ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300426,唐德影视 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002027,分众传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300251,光线传媒 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300413,快乐购  ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300426,唐德影视 ,"
    推荐关注:唐德影视(业绩处于爆发增长通道,横纵两向打造泛娱乐平台)、恺英网络(新品上线+盛和并表,全年业绩维持高增长)、光线传媒(行业龙头,受益于猫眼价值重估及电影票房持续回暖)、完美世界(影游联动,泛娱乐龙头,影视、游戏双轮驱动)、分众传媒(映前广告延续高景气,传统广告主转向线下,品牌广告提升长期需求空间大)、快乐购(优质内容版权资源+新媒体一体化运营龙头潜力标的)"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002555,三七互娱 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300418,昆仑万维 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002517,恺英网络 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002555,三七互娱 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002624,完美世界 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300418,昆仑万维 ,"对应到A股,我们推荐关注完美世界、恺英网络、三七互娱、昆仑万维"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,002343,慈文传媒 ,"
    3)精品剧:近期电视台2018年度招商火热进行,对头部内容需求持续旺盛,视频用户付费保持快速增长,行业景气度提升,Q4进入业绩释放期,重点关注唐德影视,推荐关注慈文传媒、华策影视"                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300133,华策影视 ,"
    3)精品剧:近期电视台2018年度招商火热进行,对头部内容需求持续旺盛,视频用户付费保持快速增长,行业景气度提升,Q4进入业绩释放期,重点关注唐德影视,推荐关注慈文传媒、华策影视"                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
2017-12-12,中泰证券      ,300426,唐德影视 ,"
    3)精品剧:近期电视台2018年度招商火热进行,对头部内容需求持续旺盛,视频用户付费保持快速增长,行业景气度提升,Q4进入业绩释放期,重点关注唐德影视,推荐关注慈文传媒、华策影视"                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4017566/index.phtml,sina ,
