2017-11-14,国海证券      ,600990,四创电子 ,"推荐四创电子事件点评:中电博微组建,资产注入可期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982993/index.phtml,sina,
2017-11-14,光大证券      ,601225,陕西煤业 ,"个股方面,建议关注:陕西煤业、兖州煤业、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981372/index.phtml,sina,
2017-11-14,光大证券      ,000983,西山煤电 ,"个股方面,建议关注:陕西煤业、兖州煤业、西山煤电"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981372/index.phtml,sina,
2017-11-14,国联证券      ,603788,宁波高发 ,零部件推荐宁波高发(603788)、精锻科技(300258)、大众产业链标的富奥股份(000030)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981366/index.phtml,sina,
2017-11-14,国联证券      ,000030,富奥股份 ,零部件推荐宁波高发(603788)、精锻科技(300258)、大众产业链标的富奥股份(000030)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981366/index.phtml,sina,
2017-11-14,国联证券      ,300258,精锻科技 ,零部件推荐宁波高发(603788)、精锻科技(300258)、大众产业链标的富奥股份(000030)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981366/index.phtml,sina,
2017-11-14,国联证券      ,600104,上汽集团 ,"推荐业绩确定的整车及零部件标的,整车重点关注上汽集团(600104)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981366/index.phtml,sina,
2017-11-14,国联证券      ,600104,上汽集团 ,"推荐业绩确定的整车及零部件标的,整车重点关注上汽集团(600104)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981366/index.phtml,sina,
2017-11-14,方正证券      ,600170,上海建工 ,"
    受益股:上海建工(600170)
    4、“电竞第一股”挂牌港交所相关概念有望引发资本追捧 时报财富消息,据港媒报道,被称为“电竞第一股”的雷蛇周一将挂牌港交所"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981352/index.phtml,sina,
2017-11-14,方正证券      ,300113,顺网科技 ," 受益股:顺网科技(300113)
    【两融策略】
    11月份首选银行、食品饮料和电子"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981352/index.phtml,sina,
2017-11-14,方正证券      ,000830,鲁西化工 ,"
    受益股:鲁西化工(000830)
    2、市级领导密集调研上海国改有望再度迎来爆发推动力 中证报消息,日前,上海市委副书记、市长应勇在百联集团、锦江国际集团调研时指出,站在上海国资国企改革的新起点上,上海市竞争类国有企业要坚持市场化、专业化、国际化方向,在深化改革创新中提升质量效益,完善市场化体制机制,提升企业发展活力和核心竞争力"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981352/index.phtml,sina,
2017-11-14,方正证券      ,601901,方正证券 ,推荐方正证券融资融券研究日报                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981352/index.phtml,sina,
2017-11-14,中泰证券      ,600614,鹏起科技 ,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,中泰证券      ,002171,楚江新材 ,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,中泰证券      ,002361,神剑股份 ,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,中泰证券      ,300353,东土科技 ,"(2)军民融合层面:军民融合企业开始显现真成长逻辑及特点,我们建议把握高精尖细分龙头,持续推荐东土科技(军工信息化)、楚江新材(军工新材料)、鹏起科技(转型军工)、神剑股份(转型军工)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,中泰证券      ,600171,上海贝岭 ,核心推荐:上海贝岭(中电子旗下重要上市平台)、杰赛科技(中电科通信资产运作平台)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,中泰证券      ,002544,杰赛科技 ,核心推荐:上海贝岭(中电子旗下重要上市平台)、杰赛科技(中电科通信资产运作平台)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981350/index.phtml,sina,
2017-11-14,光大证券      ,600398,海澜之家 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603558,健盛集团 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603808,歌力思  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603839,安正时尚 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603877,太平鸟  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,000726,鲁泰A  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002042,华孚时尚 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002127,南极电商 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002563,森马服饰 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002640,跨境通  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,600398,海澜之家 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603558,健盛集团 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603808,歌力思  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603839,安正时尚 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603877,太平鸟  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,000726,鲁泰A  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002042,华孚时尚 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002127,南极电商 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002563,森马服饰 ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002640,跨境通  ,"
    长期建议关注:成长性好的公司歌力思、太平鸟、安正时尚等;品牌服饰行业弱复苏背景下改革有望显效的龙头公司海澜之家、森马服饰等;纺织制造龙头优势凸显,包括华孚时尚、鲁泰A、健盛集团等;行业空间大、高成长的电商类标的跨境通、南极电商等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,600398,海澜之家 ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,601566,九牧王  ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603518,维格娜丝 ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603808,歌力思  ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603839,安正时尚 ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,603877,太平鸟  ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
2017-11-14,光大证券      ,002029,七匹狼  ,"
    短期关注两条主线:1)行业复苏背景下回暖确定性高的子行业,包括高端女装、中高端男装、家纺等,相关公司歌力思、安正时尚、维格娜丝、罗莱生活、七匹狼、九牧王等;2)电商类或电商占比较高的公司,受益双十一等电商旺季催化,包括品牌服饰企业太平鸟、海澜之家、森马服饰、罗莱生活以及电商类标的南极电商、跨境通等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3981348/index.phtml,sina,
