2017-11-20,国海证券,000750,国海证券,推荐国海证券研究每周观点精粹,webcache\20171120\webcache-20180303013522.html,sina,
2017-11-20,渤海证券,002262,恩华药业,"在中小盘成长股方面,建议继续关注京新药业(002020)(核心品种瑞舒伐他汀等稳健增长,一致性评价进展顺利;2017年全年利润预增20-30%)、恩华药业(002262)(受益于新一轮招标进行和二线品种进入新版医保目录)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,600062,华润双鹤,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000813,德展健康,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000963,华东医药,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,600062,华润双鹤,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000813,德展健康,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000963,华东医药,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,600062,华润双鹤,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000813,德展健康,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000963,华东医药,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,600062,华润双鹤,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000813,德展健康,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000963,华东医药,"在绩优白马股方面,建议关注三季报业绩稳定增长,全年业绩确定性强,未来仍有持续改善预期的标的,继续推荐华东医药(000963)(积极布局基层市场,受益于分级诊疗政策)、华润双鹤(600062)(输液业务回暖,匹伐他汀新进入全国医保)和德展健康(000813)(阿托伐他汀一致性评价进展顺利,进口替代空间大;估值较低)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,000710,贝瑞基因,"本周我们继续维持行业“看好”的投资评级,股票池推荐:沃森生物(300142)、智飞生物(300122)、贝瑞基因(000710)以及长生生物(002680)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,002680,长生生物,"本周我们继续维持行业“看好”的投资评级,股票池推荐:沃森生物(300142)、智飞生物(300122)、贝瑞基因(000710)以及长生生物(002680)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,300122,智飞生物,"本周我们继续维持行业“看好”的投资评级,股票池推荐:沃森生物(300142)、智飞生物(300122)、贝瑞基因(000710)以及长生生物(002680)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,渤海证券,300142,沃森生物,"本周我们继续维持行业“看好”的投资评级,股票池推荐:沃森生物(300142)、智飞生物(300122)、贝瑞基因(000710)以及长生生物(002680)",webcache\20171120\webcache-20180303013704.html,sina,
2017-11-20,东北证券,600362,江西铜业,推荐关注江西铜业、云南铜业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000878,云南铜业,推荐关注江西铜业、云南铜业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600362,江西铜业,推荐关注江西铜业、云南铜业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000878,云南铜业,推荐关注江西铜业、云南铜业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603799,华友钴业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603993,洛阳钼业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,300618,寒锐钴业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603799,华友钴业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603993,洛阳钼业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,300618,寒锐钴业,推荐关注华友钴业、洛阳钼业、寒锐钴业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600489,中金黄金,建议关注中金黄金、山东黄金、紫金矿业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600547,山东黄金,建议关注中金黄金、山东黄金、紫金矿业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,601899,紫金矿业,建议关注中金黄金、山东黄金、紫金矿业,webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600111,北方稀土,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600362,江西铜业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600549,厦门钨业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,601600,中国铝业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603993,洛阳钼业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000060,中金岭南,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000807,云铝股份,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000878,云南铜业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000970,中科三环,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,002340,格林美,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600111,北方稀土,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600362,江西铜业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,600549,厦门钨业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,601600,中国铝业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,603993,洛阳钼业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000060,中金岭南,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000807,云铝股份,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000878,云南铜业,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,000970,中科三环,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,东北证券,002340,格林美,"   
    推荐关注:厦门钨业、北方稀土(轻稀土龙头);中科三环(稀土磁材板块);钴金属板块:洛阳钼业、格林美;中国铝业、云铝股份(铝供给去产能);云南铜业、江西铜业;中金岭南",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002140,东华科技,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002200,云投生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002310,东方园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002431,棕榈股份,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002596,海南瑞泽,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002717,岭南园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002775,文科园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,300197,铁汉生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,300355,蒙草生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002140,东华科技,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002200,云投生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002310,东方园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002431,棕榈股份,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002596,海南瑞泽,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002717,岭南园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,002775,文科园林,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,300197,铁汉生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,新时代证券,300355,蒙草生态,"   
    重点标的:推荐最受益PPP政策的园林PPP板块,重点标的为三白马(蒙草生态、东方园林、铁汉生态)三黑马(美晨科技、东华科技、云投生态)以及华南园林PPP四小龙(岭南园林、棕榈股份、文科园林、海南瑞泽)",webcache\20171120\webcache-20180303013705.html,sina,
2017-11-20,财富证券,600019,宝钢股份,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,600507,方大特钢,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,600581,八一钢铁,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,600782,新钢股份,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,000717,韶钢松山,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,000898,鞍钢股份,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,财富证券,002110,三钢闽光,"叠加环保限产因素考虑,在限产区域外的公司具有更强的配置价值,利好三钢闽光、韶钢松山、新钢股份、八一钢铁等个股;方大特钢作为民营企业,具有天然的成本优势,利润空间较大;宝钢股份、鞍钢股份作为板材龙头企业,强者恒强,具有规模及技术优势",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,新时代证券,002230,科大讯飞,"   
    BAT、科大讯飞等公司在各自领域处于世界前列   
    我国人工智能产业快速崛起,凭借着互联网产业快速发展积累的庞大规模数据量和数据挖掘利用技术的进步,数据、技术和政策效应相互叠加,催生了一大批新型人工智能企业,目前我国人工智能企业数量占到全球人工智能企业数量近25%,我国人工智能专利申请数累计超过1.57万项,位列全球第二,特别是在计算机视觉与图像、智能机器人和自然语言处理等领域已经处在世界领先水平,处于与世界一流水平并跑和领跑阶段",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,新时代证券,300024,机器人,"   
    BAT、科大讯飞等公司在各自领域处于世界前列   
    我国人工智能产业快速崛起,凭借着互联网产业快速发展积累的庞大规模数据量和数据挖掘利用技术的进步,数据、技术和政策效应相互叠加,催生了一大批新型人工智能企业,目前我国人工智能企业数量占到全球人工智能企业数量近25%,我国人工智能专利申请数累计超过1.57万项,位列全球第二,特别是在计算机视觉与图像、智能机器人和自然语言处理等领域已经处在世界领先水平,处于与世界一流水平并跑和领跑阶段",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,新时代证券,002230,科大讯飞,"   
    科大讯飞在语音处理领域在全球领先,在各种国家比赛中都取得突破,其产品现在主要用于教育、医疗以及智能客服等领域",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,新时代证券,002230,科大讯飞,"   
    科大讯飞在语音处理领域在全球领先,在各种国家比赛中都取得突破,其产品现在主要用于教育、医疗以及智能客服等领域",webcache\20171120\webcache-20180303013706.html,sina,
2017-11-20,国信证券,300495,美尚生态,"重点推荐开启PPP2.0模式的美尚生态,具备经营性PPP项目研发能力",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,600068,葛洲坝,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601117,中国化学,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601186,中国铁建,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601390,中国中铁,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601668,中国建筑,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601669,中国电建,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,600068,葛洲坝,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601117,中国化学,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
2017-11-20,国信证券,601186,中国铁建,"从其他公布的业绩上看,行业内优质企业增速良好,且订单逐步向具备规模优势、融资优势的央企集中,同时,随着―一带一路‖战略实施,各央企海外订单数量均有明显增长,在总订单的占比提升,建议关注订单增速好,估值低廉的央企,逢低布局中国建筑、中国化学,中国铁建,中国中铁,中国电建,葛洲坝",webcache\20171120\webcache-20180303013708.html,sina,
